71|Straight Casual Trousers|straight-casual-trousers|A pair of plain trousers has a broad horizontal waistband above two long straight legs. The outer sides spread slightly toward the hems, while a deep central opening separates the legs below the crotch.|trousers,pants,clothing,legs,waistband,garment
72|Five-Tube Panpipe|five-tube-panpipe|Five vertical panpipe tubes hang beneath a broad rounded horizontal binding. Their rounded lower ends step upward from the longest tube on the left to the shortest tube on the right.|panpipe,instrument,music,tubes,wind,flute
73|Diagonal Glue Stick|diagonal-glue-stick|A glue stick tilts from lower left to upper right with a long rounded casing and a blank rectangular label. A seam separates the upper cap, while a rounded base projects below.|glue,stick,adhesive,stationery,cap,label
74|Folded Paper Packet|folded-paper-packet|A tall paper packet leans slightly to the right with a broad blank front and a narrow folded side. Horizontal seams cross the top and bottom, and the lower right corner forms a small gusset.|paper,packet,bag,package,fold,gusset
75|Diagonal Rounded Paperclip|diagonal-rounded-paperclip|A long rounded paperclip lies diagonally from lower left to upper right. Its outer loop wraps around a smaller elongated inner loop, with smooth parallel sides and broadly curved ends.|paperclip,clip,attachment,stationery,wire,office
76|Rolled Parchment with Wavy Mark|rolled-parchment-wavy-mark|An upright parchment sheet curls backward at its upper left and forward across the bottom. A short wavy mark sits in the otherwise blank center, between the long straight sides of the scroll.|parchment,scroll,paper,rolled,document,manuscript
77|Person under Curved Paraglider|person-curved-paraglider|A small person hangs beneath a wide arched paraglider canopy, with a circular head and straight narrow torso. Diagonal suspension lines descend from the canopy toward the shoulders above two spread legs.|paraglider,person,canopy,flying,parachute,sport
78|Two Pines on Rolling Hills|two-pines-rolling-hills|Two pointed pine trees stand on overlapping curved hills, with the larger tree at the left. Their tiered triangular foliage rests on thin straight trunks rising from separate slopes in the foreground.|pines,trees,hills,landscape,forest,nature
79|Rain above Three Seedlings|rain-above-three-seedlings|A rounded cloud releases five diagonal rain strokes above three small seedlings on a straight ground line. Each sprout has two curved leaves opening outward from a short central stem.|rain,cloud,seedlings,sprouts,growth,weather
80|Rainfall over Young Sprouts|rainfall-young-sprouts|Three paired-leaf sprouts grow along a horizontal baseline beneath a broad lobed cloud. Five short slanting rain marks fall between the cloud and plants in two staggered rows across the open gap.|rainfall,cloud,plants,sprouts,garden,water
81|Residential Car and House|residential-car-house|A small car faces forward in front of the left side of a peaked house. Its windscreen and short headlights sit below the house's tall arched doorway and broad sloping roof.|car,house,parking,residential,home,vehicle
82|Capital T above Left Arrow|text-left-arrow-review|A large capital T occupies the upper portion of the reference with a broad top bar and long stem. A separate left-pointing arrow runs horizontally beneath it, with an open angled head.|text,t,arrow,left,direction,typeface
83|Upward Stem Turning Right|arrow-upward-turn-right|A long vertical arrow shaft rises from below and bends smoothly toward the right near its top. The horizontal end meets two diagonal arrowhead branches, forming an open right-pointing tip.|arrow,right,turn,curve,direction,navigation
84|Flat Circular Puck|flat-circular-puck|A low circular puck is shown in perspective with a wide oval top and straight short sides. A curved lower edge joins the sides, making the thickness visible beneath its blank upper face.|puck,hockey,disc,round,sport,cylinder
85|Winged Sanitary Pad|winged-sanitary-pad|A long sanitary pad has rounded ends and a smaller rounded absorbent panel running down its center. Two broad rounded wings project from opposite sides at the middle of the pad.|pad,sanitary,wings,hygiene,absorbent,personal
86|Parcel with Notched Sealing Strip|parcel-notched-sealing-strip|A plain square parcel has a narrow sealing strip descending from the center of its top edge. The strip ends in an inward V-shaped notch, leaving the rest of the box face blank.|parcel,box,package,tape,shipping,cardboard
87|Carrot with Three Leaf Stems|carrot-three-leaf-stems|A carrot has a rounded shoulder tapering downward into a long pointed root. Three narrow rounded leaf stems fan from the top, with short horizontal root marks alternating along the sides.|carrot,root,vegetable,leaves,food,garden
88|Segmented Open Parachute|segmented-open-parachute|An open parachute has a broad domed canopy divided into curved vertical panels. The scalloped lower canopy edge joins long suspension lines that converge at one point directly beneath the center.|parachute,canopy,lines,air,flying,descent
89|Arched-Handle Shopping Basket|arched-handle-shopping-basket|A shopping basket has a broad rounded rim above a body that tapers to a flat lower edge. One large arched handle rises behind the rim, centered over the empty basket.|basket,shopping,handle,container,market,carry
90|Standing Partridge Profile|standing-partridge-profile|A partridge faces right with a small pointed beak and a full rounded breast. A large curved wing follows its sloping back, while a long tail extends left above one visible thin leg.|partridge,bird,wing,tail,wildlife,standing
91|Single Olive with Leaf|single-olive-leaf|A plump oval olive hangs beneath a short curved stem, leaning slightly to the right. One pointed leaf extends diagonally upward from the stem, with a smooth blank surface inside both outlines.|olive,fruit,leaf,stem,food,plant
92|Crouching Opossum Profile|crouching-opossum-profile|An opossum faces left with a pointed muzzle, small rounded ear, and hunched body. Short bent legs tuck beneath it, while a long tail follows the right haunch and curves left below.|opossum,animal,mammal,tail,wildlife,rodent
93|Seated Orangutan Front View|seated-orangutan-front-view|A seated orangutan faces forward with small round side ears and a broad blank muzzle patch. Its long arms frame the torso, beside two rounded knees resting along the flat lower edge.|orangutan,primate,ape,seated,animal,mammal
94|Six-Petal Flower in Circle|flower-circle-review|Six pointed oval petals radiate around a small rounded center inside a circular border. The upper and lower petals stand vertically, with two diagonal petals spreading to either side of the center.|flower,petals,circle,floral,pookalam,pattern
95|House with Foreground Cabinet|house-cabinet-review|A simple peaked house stands behind a small rounded rectangular object centered below its doorway area. The foreground object has a horizontal division and short lower dash, obscuring part of the ground line.|house,cabinet,object,building,storage,reference
96|Storage Box with Center Tab|storage-box-center-tab|A broad storage box has rounded lower corners and a shallow sloping lid across the top. A rounded rectangular tab descends from the lid seam into the middle of the blank front.|box,storage,container,lid,tab,package
97|Stack of Round Discs|stack-round-discs|Three thick round discs stack evenly beneath a broad oval top. A small oval hole marks the upper face, while parallel curved edges reveal the separate layers across the front.|discs,stack,round,layers,hole,circular
98|Long-Legged Ostrich|long-legged-ostrich|An ostrich faces right with a small head atop a long curved neck. Its broad body slopes toward a short tail on the left, above two long angular legs with flat feet.|ostrich,bird,neck,legs,wildlife,standing
99|Owl with Sweeping Brows|owl-sweeping-brows|An owl face has two large rounded eye areas beneath sweeping pointed brows. Small circular eyes flank a narrow leaf-shaped beak, while a broad curved outline forms the lower head.|owl,face,bird,eyes,beak,brows
100|Sun above Rounded Hill|sun-above-rounded-hill|A small circular sun with short straight rays hangs above the left side of a broad rounded hill. The hill rises from a horizontal baseline and forms a smooth dome beneath the open sky.|sun,hill,landscape,daylight,horizon,nature
101|Mountain Peaks behind Fence|mountain-peaks-behind-fence|Two rounded mountain peaks overlap beneath a small circular sun. A straight fence spans the foreground, with two horizontal rails crossing several vertical posts below the open slopes of the mountains.|mountains,fence,sun,landscape,peaks,outdoors
102|Paper Ball above Wastebasket|paper-ball-above-wastebasket|An irregular crumpled paper ball floats above a tapered wastebasket divided by a rectangular grid. A short curved motion stroke appears at the upper right, above the basket's wide open rim.|paper,ball,wastebasket,trash,bin,discard
103|Rounded Travel Bag with Band|rounded-travel-bag-band|A broad rounded travel bag has a large arched handle extending above its top. Two vertical lines continue from the handle down the front, joined by a horizontal seam across the central band.|bag,travel,luggage,handle,band,carry
104|Park Bench beside Tree|park-bench-beside-tree|A tall tree with a lobed crown stands to the left of a simple park bench. The bench has a rectangular backrest above a narrow seat, with short supporting legs beneath it.|park,bench,tree,seat,outdoors,landscape
105|Looped Soft Pretzel|looped-soft-pretzel|A broad pretzel has two rounded outer lobes surrounding an angled central opening. Small leaf-shaped joins appear at the lower left and upper right edges, where the curved dough ends cross the outline.|pretzel,bread,loop,dough,snack,food
106|Open Laurel Leaf Wreath|open-laurel-leaf-wreath|Two curved rows of pointed oval leaves rise around an open center, leaving a wide gap at the top. Short curved stem ends cross beneath the lowest pair of leaves at the base.|laurel,wreath,leaves,victory,foliage,award
107|Wide Flat Paintbrush|wide-flat-paintbrush|A broad flat paintbrush has a slightly tapered bristle block above a horizontal ferrule seam. The lower body curves inward into a narrow handle with a rounded end beneath the brush.|paintbrush,brush,flat,paint,handle,tool
108|Open Wavy Squiggle|open-wavy-squiggle|A single continuous line bends through three broad alternating curves in a tall vertical arrangement. Its upper end begins near the center, while its lower end turns downward along the left side.|squiggle,wave,line,curve,path,abstract
109|Running Person with Bent Arms|running-person-bent-arms|A running person leans forward beneath a separate circular head, with both arms bent at the elbows. One leg reaches backward to the left, while the other bends forward and down.|running,person,runner,motion,fitness,body
110|Location Pin with Plus Badge|location-plus-badge-review|A large teardrop location pin narrows to a sharp lower point. A smaller circular badge overlaps its lower right side, enclosing a centered plus sign within the otherwise blank circle.|location,pin,plus,add,badge,map
111|Pedal-Like Handled Object|pedal-like-object-review|A horizontal rounded rectangle sits above a long narrow appendage with a rounded bottom. One edge descends straight, while the other curves outward from the upper right before narrowing toward the base.|pedal,handle,object,tool,outline,reference
112|Bird on Straight Perch|bird-straight-perch|A bird faces right on a straight horizontal perch with a small dot eye and pointed beak. Its curved wing follows the body, and a long tail extends down and left behind one angled leg.|bird,perch,branch,wing,tail,wildlife
113|Heaped Rice Bowl|heaped-rice-bowl|A deep bowl with a broad rim and short foot holds a rounded heap of rice. Several small curved grain marks sit within the scalloped mound rising above the bowl's straight upper edge.|rice,bowl,food,meal,grains,heap
114|Round Pin above Crossed Lines|round-pin-crossed-lines-review|A round map pin stands on a thin vertical stem above two long crossing diagonal lines. The stem stops short of their intersection, leaving a clear gap between the pin and cross.|pin,cross,location,cancel,map,lines
115|Capsule beside Scored Tablet|capsule-beside-scored-tablet|A large rounded capsule tilts diagonally beside a smaller circular tablet at the lower right. A seam divides the capsule across its middle, while a diagonal score line crosses the round tablet.|capsule,tablet,medicine,pill,round,pharmacy
