source_uuid,concept,icon_id,status,module,findings
f2265828-4def-5cb0-be87-edeb3a4d341e,Scientific Atom Symbol,atom-three-orbits-reference,blocked,icon_set/work/primitive-make-ray/f2265828-4def-5cb0-be87-edeb3a4d341e/20260924T212751-repair-batch18/atom_three_orbits_reference_f2265828_4def_5cb0_be87_edeb3a4d341e.py,holes/pinches: 6 undersized holes; 0 pinches
cf0d9970-8b38-5723-b109-a3be9696acdb,Three Star Rating,rating-star-three,blocked,icon_set/work/primitive-make-ray/cf0d9970-8b38-5723-b109-a3be9696acdb/20260924T212751-repair-batch18/rating_star_three_cf0d9970_8b38_5723_b109_a3be9696acdb.py,"mic [star-0]: star-0 and star-1 are 2 apart on centerlines nearest (16, 24)<->(18, 24); SOLO48 requires at least 8 (ink clearance 4) unless the contact is declared with a scoped `connect` relationship | mic [star-1]: star-1 and star-2 are 2 apart on centerlines nearest (30, 24)<->(32, 24); SOLO48 requires at least 8 (ink clearance 4) unless the contact is declared with a scoped `connect` relationship | internal-spacing [star-0]: star-0-2 and star-0-5 have 3.2672 units of ink clearance over 2.25 units; requires 4; review required | internal-spacing [star-0]: star-0-4 and star-0-7 have 2.5839 units of ink clearance over 2.9137 units; requires 4; review required | internal-spacing [star-0]: star-0-6 and star-0-9 have 3.2672 units of ink clearance over 2.25 units; requires 4; review required | internal-spacing [star-1]: star-1-2 and star-1-5 have 3.2672 units of ink clearance over 2.25 units; requires 4; review required | internal-spacing [star-1]: star-1-4 and star-1-7 have 2.5839 units of ink clearance over 2.9137 units; requires 4; review required | internal-spacing [star-1]: star-1-6 and star-1-9 have 3.2672 units of ink clearance over 2.25 units; requires 4; review required | internal-spacing [star-2]: star-2-2 and star-2-5 have 3.2672 units of ink clearance over 2.25 units; requires 4; review required | internal-spacing [star-2]: star-2-4 and star-2-7 have 2.5839 units of ink clearance over 2.9137 units; requires 4; review required | internal-spacing [star-2]: star-2-6 and star-2-9 have 3.2672 units of ink clearance over 2.25 units; requires 4; review required"
0918c48a-7ee6-4895-9035-4645fdc17ae1,Sports Match Score Board,scoreboard,blocked,icon_set/work/primitive-make-ray/0918c48a-7ee6-4895-9035-4645fdc17ae1/20260924T212751-repair-batch18/scoreboard_0918c48a_7ee6_4895_9035_4645fdc17ae1.py,"mic [two-top]: two-top and colon-0 are 5.05569 apart on centerlines nearest (19.9751, 23.5572)<->(25, 23); SOLO48 requires at least 8 (ink clearance 4) unless the contact is declared with a scoped `connect` relationship | mic [two-bottom]: two-bottom and colon-1 are 5.09902 apart on centerlines nearest (20, 32)<->(25, 31); SOLO48 requires at least 8 (ink clearance 4) unless the contact is declared with a scoped `connect` relationship | mic [colon-0]: colon-0 and zero are 3.0712 apart on centerlines nearest (25, 23)<->(28.0433, 23.4133); SOLO48 requires at least 8 (ink clearance 4) unless the contact is declared with a scoped `connect` relationship | mic [colon-1]: colon-1 and zero are 3.61607 apart on centerlines nearest (25, 31)<->(28.3236, 29.5753); SOLO48 requires at least 8 (ink clearance 4) unless the contact is declared with a scoped `connect` relationship | mic [panel]: panel and two-top are 8 apart on centerlines nearest (4, 24)<->(12, 24); SOLO48 requires at least 8 (ink clearance 4) unless the contact is declared with a scoped `connect` relationship | mic [panel]: panel and zero are 8 apart on centerlines nearest (32, 12)<->(32, 20); SOLO48 requires at least 8 (ink clearance 4) unless the contact is declared with a scoped `connect` relationship"
aa0c1f8e-f7ca-4bf9-adf6-7f6f74e5b90a,Dizzy Face with Spiral Eyes,dizzy-face-with-spiral-eyes,blocked,icon_set/work/primitive-make-ray/aa0c1f8e-f7ca-4bf9-adf6-7f6f74e5b90a/20260924T175953-circle-user-exception/face_dizzy_aa0c1f8e_f7ca_4bf9_adf6_7f6f74e5b90a.py,"mic [head]: head and spiral-0 are 5.46857 apart on centerlines nearest (7.18899, 13.166)<->(11.7911, 16.1199); SOLO48 requires at least 8 (ink clearance 4) unless the contact is declared with a scoped `connect` relationship | mic [head]: head and spiral-1 are 5.46857 apart on centerlines nearest (40.811, 13.166)<->(36.2089, 16.1199); SOLO48 requires at least 8 (ink clearance 4) unless the contact is declared with a scoped `connect` relationship | mic [head]: head and mouth are 7.85258 apart on centerlines nearest (18.477, 43.222)<->(20.6178, 35.6669); SOLO48 requires at least 8 (ink clearance 4) unless the contact is declared with a scoped `connect` relationship | mic [spiral-0]: spiral-0 and spiral-1 are 4 apart on centerlines nearest (22, 19)<->(26, 19); SOLO48 requires at least 8 (ink clearance 4) unless the contact is declared with a scoped `connect` relationship | mic [spiral-0]: spiral-0 and mouth are 6.80111 apart on centerlines nearest (19.1523, 23.9746)<->(21.9685, 30.1653); SOLO48 requires at least 8 (ink clearance 4) unless the contact is declared with a scoped `connect` relationship | mic [spiral-1]: spiral-1 and mouth are 6.80111 apart on centerlines nearest (28.8477, 23.9746)<->(26.0315, 30.1653); SOLO48 requires at least 8 (ink clearance 4) unless the contact is declared with a scoped `connect` relationship | holes/pinches: 5 undersized holes; 0 pinches | internal-spacing [spiral-0]: spiral-0 and spiral-0 have -1.8026 units of ink clearance over 15.8655 units; requires 4; review required | internal-spacing [spiral-1]: spiral-1 and spiral-1 have -1.8026 units of ink clearance over 15.8655 units; requires 4; review required"
236451ca-3512-494c-8c17-87481ad251f8,Excited Face With Star Eyes,smiling-star-eyed-face,blocked,icon_set/work/primitive-make-ray/236451ca-3512-494c-8c17-87481ad251f8/20260924T175953-circle-user-exception/face_awesome_236451ca_3512_494c_8c17_87481ad251f8.py,"mic [star-1]: parallel straight edges star-1-4 and star-1-7 are 6 apart on centerlines (ink gap 2); requires at least 8 centerline / 4 ink (midpoint-normal) | mic [star-0]: parallel straight edges star-0-4 and star-0-7 are 6 apart on centerlines (ink gap 2); requires at least 8 centerline / 4 ink (midpoint-normal) | mic [head]: head and star-0 are 5.23487 apart on centerlines nearest (6.39849, 14.504)<->(11, 17); SOLO48 requires at least 8 (ink clearance 4) unless the contact is declared with a scoped `connect` relationship | mic [head]: head and star-1 are 5.23487 apart on centerlines nearest (41.6015, 14.504)<->(37, 17); SOLO48 requires at least 8 (ink clearance 4) unless the contact is declared with a scoped `connect` relationship | mic [head]: head and open-grin are 6.99987 apart on centerlines nearest (23.957, 43.9997)<->(24, 37); SOLO48 requires at least 8 (ink clearance 4) unless the contact is declared with a scoped `connect` relationship | mic [star-0]: star-0 and star-1 are 6 apart on centerlines nearest (21, 17)<->(27, 17); SOLO48 requires at least 8 (ink clearance 4) unless the contact is declared with a scoped `connect` relationship | holes/pinches: 2 undersized holes; 0 pinches | mic [star-0]: star-0 and open-grin are 8 apart on centerlines nearest (19, 23)<->(19, 31); SOLO48 requires at least 8 (ink clearance 4) unless the contact is declared with a scoped `connect` relationship | mic [star-1]: star-1 and open-grin are 8 apart on centerlines nearest (29, 23)<->(29, 31); SOLO48 requires at least 8 (ink clearance 4) unless the contact is declared with a scoped `connect` relationship | internal-spacing [star-0]: star-0-1 and star-0-8 have 1.9322 units of ink clearance over 2.733 units; requires 4; review required | internal-spacing [star-0]: star-0-3 and star-0-10 have 1.9322 units of ink clearance over 2.733 units; requires 4; review required | internal-spacing [star-0]: star-0-4 and star-0-7 have 2 units of ink clearance over 2 units; requires 4; review required | internal-spacing [star-1]: star-1-1 and star-1-8 have 1.9322 units of ink clearance over 2.733 units; requires 4; review required | internal-spacing [star-1]: star-1-3 and star-1-10 have 1.9322 units of ink clearance over 2.733 units; requires 4; review required | internal-spacing [star-1]: star-1-4 and star-1-7 have 2 units of ink clearance over 2 units; requires 4; review required"
3e7a0a74-079b-41a7-abfe-d06129db8361,Star Struck Face,smiling-face-with-star-eyes,blocked,icon_set/work/primitive-make-ray/3e7a0a74-079b-41a7-abfe-d06129db8361/20260924T175953-circle-user-exception/smiling_face_with_star_eyes_v2_3e7a0a74_079b_41a7_abfe_d06129db8361.py,"mic [star-1]: parallel straight edges star-1-4 and star-1-7 are 6 apart on centerlines (ink gap 2); requires at least 8 centerline / 4 ink (midpoint-normal) | mic [star-0]: parallel straight edges star-0-4 and star-0-7 are 6 apart on centerlines (ink gap 2); requires at least 8 centerline / 4 ink (midpoint-normal) | mic [head]: head and star-0 are 5.23487 apart on centerlines nearest (6.39849, 14.504)<->(11, 17); SOLO48 requires at least 8 (ink clearance 4) unless the contact is declared with a scoped `connect` relationship | mic [head]: head and star-1 are 5.23487 apart on centerlines nearest (41.6015, 14.504)<->(37, 17); SOLO48 requires at least 8 (ink clearance 4) unless the contact is declared with a scoped `connect` relationship | mic [star-0]: star-0 and star-1 are 6 apart on centerlines nearest (21, 17)<->(27, 17); SOLO48 requires at least 8 (ink clearance 4) unless the contact is declared with a scoped `connect` relationship | holes/pinches: 2 undersized holes; 0 pinches | internal-spacing [star-0]: star-0-1 and star-0-8 have 1.9322 units of ink clearance over 2.733 units; requires 4; review required | internal-spacing [star-0]: star-0-3 and star-0-10 have 1.9322 units of ink clearance over 2.733 units; requires 4; review required | internal-spacing [star-0]: star-0-4 and star-0-7 have 2 units of ink clearance over 2 units; requires 4; review required | internal-spacing [star-1]: star-1-1 and star-1-8 have 1.9322 units of ink clearance over 2.733 units; requires 4; review required | internal-spacing [star-1]: star-1-3 and star-1-10 have 1.9322 units of ink clearance over 2.733 units; requires 4; review required | internal-spacing [star-1]: star-1-4 and star-1-7 have 2 units of ink clearance over 2 units; requires 4; review required"
cf969d29-b35a-425d-bec1-f3067a6600b5,Dizzy Hypnotized Face,dizzy-hypnotized-face,blocked,icon_set/work/primitive-make-ray/cf969d29-b35a-425d-bec1-f3067a6600b5/20260924T175953-circle-user-exception/face_spiral_eyes_cf969d29_b35a_425d_bec1_f3067a6600b5.py,"mic [head]: head and spiral-0 are 5.46857 apart on centerlines nearest (7.18899, 13.166)<->(11.7911, 16.1199); SOLO48 requires at least 8 (ink clearance 4) unless the contact is declared with a scoped `connect` relationship | mic [head]: head and spiral-1 are 5.46857 apart on centerlines nearest (40.811, 13.166)<->(36.2089, 16.1199); SOLO48 requires at least 8 (ink clearance 4) unless the contact is declared with a scoped `connect` relationship | mic [spiral-0]: spiral-0 and spiral-1 are 4 apart on centerlines nearest (22, 19)<->(26, 19); SOLO48 requires at least 8 (ink clearance 4) unless the contact is declared with a scoped `connect` relationship | holes/pinches: 4 undersized holes; 0 pinches | internal-spacing [spiral-0]: spiral-0 and spiral-0 have -1.8026 units of ink clearance over 15.8655 units; requires 4; review required | internal-spacing [spiral-1]: spiral-1 and spiral-1 have -1.8026 units of ink clearance over 15.8655 units; requires 4; review required"
9e0a5c9e-1146-434d-a2ff-8fa7fe9193f8,Smiling Heart Face with Heart Eyes,heart-shaped-face-with-heart-eyes,blocked,icon_set/work/primitive-make-ray/9e0a5c9e-1146-434d-a2ff-8fa7fe9193f8/20260924T175953-circle-user-exception/face_smile_hearts_9e0a5c9e_1146_434d_a2ff_8fa7fe9193f8.py,"mic [head]: head and heart-eye-0 are 4.74698 apart on centerlines nearest (8.04313, 11.9432)<->(11.8385, 14.7943); SOLO48 requires at least 8 (ink clearance 4) unless the contact is declared with a scoped `connect` relationship | mic [head]: head and heart-eye-1 are 4.74698 apart on centerlines nearest (39.9569, 11.9432)<->(36.1615, 14.7943); SOLO48 requires at least 8 (ink clearance 4) unless the contact is declared with a scoped `connect` relationship | mic [heart-eye-0]: heart-eye-0 and heart-eye-1 are 6.76242 apart on centerlines nearest (20.6188, 16.4254)<->(27.3812, 16.4254); SOLO48 requires at least 8 (ink clearance 4) unless the contact is declared with a scoped `connect` relationship | mic [heart-eye-0]: heart-eye-0 and smile are 7 apart on centerlines nearest (16, 24)<->(16, 31); SOLO48 requires at least 8 (ink clearance 4) unless the contact is declared with a scoped `connect` relationship | mic [heart-eye-1]: heart-eye-1 and smile are 7 apart on centerlines nearest (32, 24)<->(32, 31); SOLO48 requires at least 8 (ink clearance 4) unless the contact is declared with a scoped `connect` relationship"
cbc8a808-542b-49df-b4bd-c313efd61052,Valve Corporation Text Logo,valve-logo,blocked,icon_set/work/primitive-make-ray/cbc8a808-542b-49df-b4bd-c313efd61052/20260924T185424-repair-batch12/valve_logo_cbc8a808_542b_49df_b4bd_c313efd61052.py,"mic [l]: l and v-second are 5.66175 apart on centerlines nearest (32, 32)<->(37.6568, 31.7643); SOLO48 requires at least 8 (ink clearance 4) unless the contact is declared with a scoped `connect` relationship | mic [v-second]: v-second and e are 3 apart on centerlines nearest (39, 16)<->(42, 16); SOLO48 requires at least 8 (ink clearance 4) unless the contact is declared with a scoped `connect` relationship"
c37f6508-e0df-51bf-9da4-8fafc43e3b54,RIP Tombstone,death-rip,blocked,icon_set/work/primitive-make-ray/c37f6508-e0df-51bf-9da4-8fafc43e3b54/20260924-batch20-repair/death_rip_c37f6508_e0df_51bf_9da4_8fafc43e3b54.py,"mic [stone]: stone and r-stem are 7.87581 apart on centerlines nearest (8.58412, 10.9035)<->(12, 18); SOLO48 requires at least 8 (ink clearance 4) unless the contact is declared with a scoped `connect` relationship | mic [stone]: stone and p-bowl are 6 apart on centerlines nearest (44, 23)<->(38, 23); SOLO48 requires at least 8 (ink clearance 4) unless the contact is declared with a scoped `connect` relationship | mic [r-bowl]: r-bowl and i are 6 apart on centerlines nearest (18, 23)<->(24, 23); SOLO48 requires at least 8 (ink clearance 4) unless the contact is declared with a scoped `connect` relationship | mic [p-stem]: p-stem and i are 8 apart on centerlines nearest (32, 32)<->(24, 32); SOLO48 requires at least 8 (ink clearance 4) unless the contact is declared with a scoped `connect` relationship"
