10	North Node Loop Symbol	A tall rounded loop narrows toward two lower junctions, then curls outward into round side loops. The central top is broad and domed, while the lower middle remains open.	north node,astrology,loop,symbol,curves,celestial,node
11	Telescope Between Two Stars	A stepped telescope barrel tilts upward to the right above three splayed tripod lines. Two five-pointed stars sit on opposite sides, one above the eyepiece and one below the larger barrel.	telescope,stars,tripod,astronomy,barrel,sky,observation
12	Athlete with an Arm Swept Back	A round-headed athlete leans diagonally with one long arm swept back toward the left and the other bent down. Two separated legs brace the body beneath its tilted torso.	athlete,throwing,person,stance,arm,sport,discus
13	Javelin Thrower with Raised Arm	A round-headed athlete raises one bent arm to a long diagonal javelin overhead. The other arm extends rightward while the legs spread beneath a twisting torso in a throwing stance.	javelin,athlete,throwing,spear,sport,person,stance
14	Open Book Inside Headphones	A broad headphone arch surrounds an open book with two curved pages and a central fold. Rounded earcups sit outside the book on both sides of the arch.	audiobook,headphones,book,pages,audio,reading,earcups
15	Small Car Surrounded by Sensor Arcs	A compact side-view car has a short roof, curved ends, and two round wheels. Four pairs of curved sensor arcs surround the vehicle at the upper and lower corners.	car,sensors,radar,vehicle,autonomous,wheels,signal
16	Domed Sensor Car with Roof Beacon	A low domed vehicle has two round wheels and a large circular side window crossed by a horizontal divider. A small beacon rises from the roof beneath two pairs of radiating arcs.	car,autonomous,beacon,sensor,vehicle,window,signal
17	Planet with Vertical Bands and a Spot	A circular planet contains two long near-vertical bands and shorter separated vertical marks on its right half. A small round spot sits right of center beside an interrupted outer edge.	planet,neptune,bands,spot,astronomy,sphere,space
18	Sun with a Small Surface Spot	A circular sun carries a small round spot in its lower-left area. Long straight rays project outward around its perimeter, giving the central disk an unevenly spaced radiant outline.	sun,rays,spot,star,astronomy,solar,radiant
19	Car Front with Proximity Waves	The front portion of a side-view car faces left, showing its hood, windscreen, and one wheel. Two curved proximity waves stand ahead of the bumper, opening toward the vehicle.	car,front,proximity,radar,sensor,bumper,wheel
20	Linked-Star Constellation	Five circular stars connect into an irregular angular constellation, with one short branch extending to the left. Cross-shaped stars and a small detached circle surround the connected group.	constellation,stars,astronomy,sky,connections,space,celestial
21	Two Circular Rotation Arrows	Two broad curved arrows follow opposite halves of an almost complete circle. Their arrowheads sit at the upper right and lower left, with small gaps separating the two arcs.	rotation,arrows,circular,cycle,refresh,spin,direction
22	Low Crescent with Two Sparkles	A broad crescent curves around an open upper-right area, with its lower horn extending rightward. Two four-point sparkles of different sizes sit above and within the crescent's opening.	moon,crescent,sparkles,stars,night,sky,celestial
23	Tall Crescent with Three Sparkles	A slender upright crescent bows to the left with pointed upper and lower horns. Three four-point sparkles form a loose vertical arrangement in the open space to its right.	moon,crescent,stars,sparkles,night,sky,astronomy
24	Three Shortening Horizontal Capsules	Three horizontal rounded bars stack vertically with aligned left edges. Their lengths decrease from top to bottom, while their matching rounded ends maintain a consistent capsule-like appearance.	bars,descending,sort,horizontal,capsules,stack,order
25	Domed Pavilion with Arched Entrance	A small semicircular dome rises above a broad flat cornice. Two straight sides enclose a central arched doorway, and a matching horizontal plinth supports the building at the bottom.	pavilion,dome,arch,entrance,building,architecture,plinth
26	Ring Topped by a Cross	A large ring with a small circular opening supports a thin upright cross above its crown. The crossbar is horizontal and centered on the stem, continuing the ring's vertical axis.	ring,cross,astrology,circle,symbol,celestial,axis
27	Wheel with Eight Radial Sectors	A plain circular rim is divided by vertical, horizontal, and diagonal spokes. All the straight spokes meet at one central point, creating eight evenly distributed wedge-shaped sectors.	wheel,spokes,sectors,circle,radial,support,symmetry
28	Round Meteor with Three Trailing Streaks	A round meteor occupies the lower-right portion of the image. Three separated diagonal streaks trail toward the upper left, differing in length while sharing the same general direction.	meteor,comet,streaks,space,astronomy,falling,trail
29	Meteor in a Pointed Flame Tail	A round meteor head sits inside a broad teardrop-shaped flame. The tail extends toward the upper left as three long jagged points, while the lower-right edge curves around the inner circle.	meteor,comet,flame,tail,space,falling,astronomy
30	Speaker Above Three Listeners	A large round-headed figure stands behind a short horizontal ledge. Three smaller head-and-shoulder figures form an evenly spaced row beneath the speaker, facing forward as a group.	speaker,listeners,group,people,leader,audience,gathering
31	Banded Planet with a Large Round Spot	A broad circular planet has several horizontal bands entering from its edges at different heights. A prominent circular spot sits below center, surrounded by the open areas between the bands.	planet,jupiter,bands,spot,astronomy,space,sphere
32	Moon on a Dashed Earth Orbit	An Earth globe with an irregular continent outline sits within a larger dashed orbit. A small round moon interrupts the orbit at the upper right, separated from the globe itself.	earth,moon,orbit,globe,continent,astronomy,space
33	Person Beneath Rising Smoke Plumes	A small round-headed bust stands beneath two broad groups of curling smoke-like contours. The plumes rise and spread to either side, with scalloped inner curves and detached outer arcs.	person,smoke,plumes,curves,bust,rising,figure
34	Round Owl Face with Pointed Ear Marks	A circular owl face contains two large round eyes with small pupils and a pointed beak between them. Two short triangular ear marks sit above the eyes inside the head outline.	owl,face,eyes,beak,bird,ears,round
35	Standing Archer Beside a Bow	A round-headed figure stands with a broad horizontal arm line and separated legs. A tall curved bow sits to the right, opening toward the figure at the level of the extended arms.	archer,bow,person,archery,standing,sport,figure
36	Headphone Listener Reading an Open Book	A circular head sits inside a wide headphone band with rounded earcups. Below it, an open book spreads into two broad pages meeting at a pointed central fold.	listener,headphones,book,reading,audiobook,person,audio
37	Long Jumper Above a Ground Line	A round-headed athlete stretches into a leap with one leg extended forward and the other folded beneath the body. Two short motion marks trail behind above a separate horizontal ground line.	jumper,long jump,athlete,leap,sport,motion,person
38	Standing Figure Aiming a Pistol	A round-headed figure stands with legs apart and one arm extended horizontally to the right. The raised hand and pistol form a stepped upper contour, while the other arm bends down beside the torso.	shooting,pistol,person,aim,stance,sport,figure
39	Sprinter with Trailing Motion Marks	A round-headed runner leans forward with sharply bent arms and legs. One leg reaches back to the lower left, and two short horizontal motion marks trail behind the torso.	runner,sprinter,athlete,running,motion,sport,person
40	Person Beneath an Arc and Inward Marks	A round-headed bust stands within an open-bottom circular arc. Three small inward-pointing chevrons sit above the head, arranged along the inner curve of the surrounding arc.	person,arc,chevrons,inward,halo,bust,symbol
41	Plain Planet Beside Two Stars	A large plain circular planet occupies the left side. A cross-shaped star sits beyond its upper-right edge, and a four-point diamond sparkle appears lower down on the right.	planet,stars,space,sparkle,astronomy,circle,sky
42	Planet with Curved Polar Bands	A round planet contains a shallow wavy band across its upper half and a smaller curved cap near the bottom. The two interior contours meet the outer circle at their ends.	planet,mars,bands,polar,astronomy,space,sphere
43	Planet Inside a Broad Diagonal Ring	A large circular planet is crossed by a long elliptical ring tilting upward to the right. The ring extends beyond both sides of the planet and passes in front of its lower-right half.	planet,saturn,ring,ellipse,astronomy,space,orbit
44	Planet with Flowing Atmospheric Stripes	A circular planet contains a broad horizontal stripe that turns downward in an S-like curve. Two nested lower curves follow the same bend toward the lower-right edge of the globe.	planet,venus,stripes,atmosphere,curves,astronomy,space
45	Circle Crossed by a Diagonal Line	A plain circle is crossed by one long straight diagonal running from lower left to upper right. The line projects beyond the circle at both ends, without an elliptical ring or other surface detail.	circle,diagonal,line,planet,symbol,astronomy,outline
46	Pluto Symbol with Bowl and Cross	A circular disk sits inside an upward-facing curved bowl without touching it. A vertical stem descends from the bowl's midpoint and carries a horizontal crossbar near its lower end.	pluto,astrology,symbol,circle,bowl,cross,celestial
47	Three Disconnected Alert Fragments	Three isolated line fragments occupy a mostly empty square: a vertical stroke at far left, a short horizontal stroke above center, and a diagonal stroke near the right edge. No enclosing subject is visible.	fragments,strokes,alert,sensor,proximity,lines,incomplete
48	Diagonal Raised Fist and Forearm	A straight forearm rises diagonally from the lower left into a clenched hand. Rounded folded fingers step across the upper-right edge, with a broad thumb contour wrapping around the left side.	fist,forearm,hand,raised,clenched,arm,gesture
49	Ringed Planet with a Steep Tilt	A circular planet sits within a long narrow elliptical ring running from lower left to upper right. The ring's lower edge crosses the disk, while its upper portion disappears behind the planet.	planet,saturn,ring,tilt,ellipse,space,astronomy
50	Robot Gripper Above a Conveyor	A robotic arm has a large round joint and a short horizontal segment ending in an open angular gripper. Beneath it, a rounded conveyor housing contains three circular rollers in a row.	robot,gripper,conveyor,assembly,factory,rollers,automation
51	Running Figure with Raised Front Arm	A round-headed figure runs toward the right, with one arm raised forward and the other bent behind. One knee lifts beneath the torso while the rear leg extends horizontally leftward.	running,figure,runner,athlete,legs,sport,person
52	Curved Running Lane with Direction Arrow	Two nested U-shaped curves form the rounded left end of a track, opening to the right. A separate right-pointing arrow sits near the lower opening between the extended track lines.	track,lane,running,curve,arrow,direction,sport
53	Sagittarius Arrow with Crossbar	A long diagonal arrow rises from lower left to upper right, ending in a broad right-angled arrowhead. A short diagonal crossbar cuts across the shaft near its lower end.	sagittarius,zodiac,arrow,astrology,crossbar,diagonal,symbol
54	Small Gabled Building with an Arch	A broad triangular roof projects beyond two straight walls. A centered arched doorway rises from the shared ground line, giving the simple front elevation a balanced and open appearance.	building,gable,arch,doorway,ashram,roof,architecture
55	Gabled House with One Square Window	A steep triangular roof sits above a compact house body with rounded lower corners. A tall rectangular door stands left of center, with one small square window to its right.	house,roof,window,door,gable,home,architecture
56	Smoking Cigarette Resting in an Ashtray	A diagonal cigarette rests across the right side of a broad rounded ashtray. A short line divides the cigarette's end, and one long curling smoke trail rises above it.	ashtray,cigarette,smoke,tray,smoking,ash,curl
57	Overlapping Eclipse Disks	A broad foreground circle overlaps another circular edge to its right. The visible rear edge forms a narrow crescent, with small breaks at the upper and lower meeting points.	eclipse,disks,overlap,crescent,moon,sun,astronomy
58	Curved Arena with a Roof Flag	A broad stadium wall curves across the front with two sweeping horizontal bands. A small arched doorway sits below, and a rectangular flag rises on a pole above the center.	arena,stadium,flag,entrance,tiers,building,sport
59	Steamed Bao in a Round Basket	A domed bao bun with a scalloped top sits inside a shallow round steamer. Two short pleat marks angle across the bun, and two curling steam strokes rise above it.	bao,bun,steamer,steam,dumpling,food,basket
60	Bent Arm with a Flexed Bicep	A muscular arm bends upward at the elbow, placing a clenched fist above the upper arm. The outer contour bulges around the bicep, while short interior marks distinguish the thumb and folded hand.	bicep,arm,flexed,muscle,fist,strength,body
61	Taurus Circle with Curved Horns	A large plain circle supports a broad upward-opening horn curve. The horns meet the circle at its crown and sweep outward on both sides in a symmetrical arrangement.	taurus,zodiac,horns,circle,astrology,symbol,bull
62	Long Telescope on a Jointed Tripod	A stepped telescope tube angles upward to the right, ending in a broad flared rim. A round pivot beneath the tube connects it to three long splayed tripod legs.	telescope,tripod,barrel,eyepiece,astronomy,pivot,observation
63	Cabinet with Three Inset Drawers	A tall rounded cabinet surrounds three separate rounded rectangular drawer fronts. Each drawer has a short centered horizontal handle, with clear gaps between the fronts and the outer frame.	cabinet,drawers,filing,storage,handles,office,archive
64	Three-Drawer Cabinet with Cup Pulls	A tall rounded cabinet is divided into three equal stacked drawers by horizontal seams. Each drawer carries a shallow cup-shaped pull with a flat top and curved lower corners.	cabinet,drawers,pulls,storage,filing,office,handles
65	Framed Stack of Three Filing Drawers	Three rectangular drawers form a continuous inset stack inside a larger square-cornered frame. Straight horizontal seams divide the fronts, and a short centered handle appears on each drawer.	filing,drawers,cabinet,frame,storage,archive,handles
66	Three Labeled Ring Binders	Three upright binders stand side by side with rounded spine corners. Each spine has a tall narrow label holder above a circular finger hole, repeated at matching heights across the row.	binders,spines,labels,holes,office,archive,files
67	Two-Tier Pagoda with Upturned Eaves	A compact pagoda has two broad roofs with upward-curving corners and a pointed upper crown. A small doorway opens in the lower story above a wide rectangular plinth.	pagoda,temple,eaves,roofs,architecture,monastery,doorway
68	Round-Hulled Ark with a Cabin	A deep curved boat hull has pointed ends and a low rounded bottom. A small rectangular cabin with a shallow trapezoidal roof rises centrally behind the hull's upper edge.	ark,boat,hull,cabin,roof,vessel,water
69	Short Two-Drawer Cabinet on Legs	A squat cabinet has a straight projecting top and rounded lower corners. Two broad inset drawers contain short horizontal pulls, and a pair of small legs extends below the body.	cabinet,drawers,legs,furniture,storage,handles,office
70	Unequal Curved Mountain Emblem	Two pointed forms rise from a common horizontal level, with the larger peak on the right. Their inward-facing edges bow smoothly, while the outer slopes stay mostly straight.	peaks,mountains,emblem,logo,curves,atlassian,geometry
71	Virgo Glyph with a Curled Tail	A tall M-like glyph has two rounded arches joining three descending stems. Its right stem continues into a low branching curl, with one curve turning left and another curling upward to the right.	virgo,zodiac,astrology,glyph,arches,tail,symbol
72	Paw Print with Four Oval Toes	A broad rounded paw pad rises to a central peak and dips gently along its lower edge. Four detached oval toe pads arc above it, with the middle pair higher than the outer pair.	paw,print,toes,pad,animal,track,footprint
73	Long-Muzzled Baboon Face	A front-facing baboon has small round ears beside a broad head and a long central muzzle. Tiny eyes flank a vertical nose line that descends into a curved mouth above the chin.	baboon,face,muzzle,primate,ears,animal,monkey
74	Round Baby Head with One Curl	A broad round baby head has small ears protruding from both sides. A single curled lock crosses the upper forehead and rises above the outline, while the face itself is left blank.	baby,head,curl,ears,infant,face,child
75	Crossed Diagonals in an Upright Rectangle	A tall rectangular outline contains two diagonal lines crossing at the center. The lines meet the side edges below the top and above the bottom, leaving narrow open bands at both ends.	rectangle,diagonals,crossing,backbone,logo,geometric,frame
76	Seated Badger in Right Profile	A low animal sits facing right with a rounded back, small ear, and long pointed muzzle. A short rear foot rests beneath the body, while the chest curves into a separated front-foot mark.	badger,animal,profile,muzzle,ear,seated,wildlife
77	Badminton Racket Beside a Shuttlecock	A diagonal racket rises toward the upper right, with crossed strings filling its oval head. A small shuttlecock floats above its left side, combining a round cork with a flared feather outline.	badminton,racket,shuttlecock,strings,sport,handle,cork
78	Three-Feather Shuttlecock	A shuttlecock tilts upward to the right from a rounded cork base. Three long feather lobes fan outward, with dividing lines running back toward the angled junction at the cork.	shuttlecock,badminton,feathers,cork,sport,fan,flight
79	Tagged Suitcase on a Dial Scale	A rounded suitcase with two vertical bands, a top handle, and a small hanging tag rests above a weighing platform. A tall side post supports a circular dial with a short diagonal needle.	suitcase,scale,luggage,dial,tag,weight,baggage
80	Balaclava with Eye and Mouth Openings	A close-fitting head covering has a rounded crown, narrow neck, and flared lower edge. A broad pinched eye opening sits above a smaller oval mouth opening in the otherwise plain face.	balaclava,mask,hood,eyes,mouth,clothing,headwear
81	Oval Balloon with a Wavy String	An upright oval balloon narrows slightly toward a small tied neck at the bottom. A short trapezoidal knot leads into one loose string that bends gently downward.	balloon,string,knot,oval,party,air,decoration
82	Lower Leg Wrapped in Bandages	A cropped lower leg descends into a left-facing foot. A broad diagonal bandage crosses the shin, and two narrow wrap lines divide the foot covering near the toes.	bandage,leg,foot,wrap,injury,medical,healing
83	Bow-Tied Server Beside a Wine Glass	A front-facing bust has a plain round head and a large bow tie beneath the neck. A stemmed wine glass stands beside the right shoulder, with a horizontal liquid line across its bowl.	server,bartender,bow tie,wine,glass,person,hospitality
84	Baseball Batter with Raised Bat	A batter holds a long rounded bat diagonally above the left shoulder. The curved arms join an upright torso, while the lower body opens into two spread legs beneath a plain round head.	baseball,batter,bat,player,sport,stance,person
85	Batting Helmet with Ear Guard	A rounded helmet dome curves down into a deep ear guard with a circular opening. A short horizontal brim projects to the right above the open face area.	helmet,baseball,batting,ear guard,brim,sport,protection
86	Baseball Glove with Webbed Thumb Gap	A broad rounded glove has four distinct finger tips across its upper edge. A deep curved gap separates the thumb from the fingers, with two short webbing bands spanning its upper portion.	glove,baseball,mitt,thumb,fingers,webbing,sport
87	Open Baseball Stadium with Diamond	A curved stadium wall wraps around an open central field, with short seating marks along the upper interior. A diamond-shaped infield and small central mound sit within the front opening.	baseball,stadium,diamond,field,mound,ballpark,sport
88	Baseball Field Beneath a Scoreboard	A rectangular scoreboard on two short posts stands between two inward-facing pennants. Below it, a broad fan-shaped field opens around a small oval foreground area.	baseball,scoreboard,field,pennants,stadium,diamond,sport
89	Bearded Explorer with a Brimmed Hat	A front-facing explorer wears a tall brimmed hat with a horizontal band above a plain face and rounded beard. Backpack sides rise behind the shoulders, with two straps descending along the chest.	explorer,beard,hat,backpack,straps,person,adventure
90	Bearded Worker Wearing an Apron	A front-facing bust has a broad beard and swept hair rising toward the right. Two apron straps descend over the shoulders to a horizontal bib edge across the chest.	worker,beard,apron,hair,bust,person,butcher
91	Car Bumper Emitting Three Sensor Arcs	A cropped car body faces left with a rectangular bumper inset and one large wheel. Three nested signal arcs spread in front of the vehicle, centered near the bumper's height.	car,bumper,sensor,arcs,proximity,wheel,vehicle
92	Hands Sheltering a Baby Head	Two inward-facing hands form a protective arch above a round baby head. Their extended fingers angle toward one another, and a single short curl appears near the top of the baby's otherwise plain face.	hands,baby,protect,shelter,care,infant,head
93	Capped Carpenter Beside a Hand Saw	An oval head wears a rounded cap with a broad horizontal band. A vertical hand saw stands to the left, with a jagged toothed edge and a short rounded handle below.	carpenter,saw,cap,person,tool,teeth,woodwork
94	Diagonal Pacifier with a Round Handle	A broad diagonal shield separates a bulbous teat at upper right from a large circular handle at lower left. The handle's smaller opening remains visible beneath the overlapping shield.	pacifier,teat,handle,baby,shield,soother,infant
95	Two Connected Sensors Before a Tablet	Two small rounded devices stand on short stems above a shared horizontal line, each with a circular button. A larger open tablet outline rises behind them, with short controls near its lower-right edge.	sensors,tablet,devices,network,buttons,connected,electronics
96	Crested Serpent Head and Neck	A serpent faces right with a long curved neck and a swept-back pointed crest. A small eye sits above its rounded snout, and a slender tongue projects beyond the mouth.	serpent,basilisk,crest,snake,head,tongue,mythical
97	Broad Bent Reply Arrow	A broad outlined arrow turns from an upright lower stem into a left-pointing head. The outer bend is smoothly rounded, while the arrowhead has sharp upper and lower corners.	arrow,reply,left,bent,back,return,direction
98	Two Descending Columns on Axes	Two upright rectangular bars stand on a horizontal baseline beside a vertical axis. The left bar is taller than the right, leaving a clear stepped descent across the chart.	chart,bars,columns,descending,statistics,axes,graph
99	Two Parallel Barbed Wire Strands	Two horizontal wire strands sit one above the other, each interrupted by a central cluster of diagonal barbs. Short slanting strokes cross between pointed ends of the wire segments.	barbed wire,strands,barbs,fence,wire,parallel,security
100	Rolling Suitcase with Speed Lines	An upright rounded suitcase has a tall handle, two long vertical face grooves, and short wheel supports below. Three horizontal speed lines trail from its left side at different lengths.	suitcase,luggage,rolling,speed,handle,wheels,travel
101	Firefighter Head with Ridged Helmet	A plain oval head sits beneath a broad domed helmet with a horizontal brim. A tall rounded central ridge rises from the brim and projects slightly above the helmet crown.	firefighter,helmet,head,ridge,brim,safety,portrait
102	Front-Facing Bat with Spread Wings	A bat spreads broad curved wings to both sides of its small pointed-eared head. Scalloped lower wing edges meet a long central point, with tiny eyes and a short angled mouth on the face.	bat,wings,ears,animal,flying,halloween,nocturnal
103	Diagonal Baguette with Three Scoring Marks	A long baguette tilts from lower left to upper right with rounded tapering ends. Three short curved scoring marks cross inward from its upper-left edge at regular intervals.	baguette,bread,loaf,scoring,bakery,food,french
