uuid,category,concept,icon_id,reference,primary,all_categories,origin,previous_runs,newest_run,current_drawing,error_count,first_errors
fea7afa8-61b7-411c-860f-fcb3e2894cf6,other,Gear and Road Path,preferences,pictographic-primitives/other/preferences_fea7afa8-61b7-411c-860f-fcb3e2894cf6.svg,clearance,clearance,primitive-make-ray,1,20260923T202755-batch35,published/failed/solo48/preferences.svg,2,internal-spacing [gear / gear-hub]: gear-1 and gear-hub have 3.582 units of ink clearance over 2.182 units; requires 4; review required | internal-spacing [gear / gear-hub]: gear-11 and gear-hub have -0.297 units of ink clearance over 2.667 units; requires 4; review required
7c7ae497-e683-4449-9d47-32e2c0e677e7,other,Home Telephone Handset,house-phone,pictographic-primitives/other/house phone_7c7ae497-e683-4449-9d47-32e2c0e677e7.svg,spacing,spacing parallel holes,primitive-make-ray,1,20260923-batch20-81f6375f4371,published/failed/solo48/house-phone.svg,3,"mic [phone]: parallel straight edges end-left-3 and end-left-1 are 4.949 apart on centerlines (ink gap 0.949); requires at least 8 centerline / 4 ink (midpoint-normal) | mic [house]: house and phone are 6.656 apart on centerlines nearest (14.307, 12.461)<->(18, 18); (needs 8) | holes/pinches: 1 undersized holes; 0 pinches"
adc26099-d55f-405e-935e-9a654dc938e4,other,Home Ventilation Fan,house-ventilator,pictographic-primitives/other/house ventilator_adc26099-d55f-405e-935e-9a654dc938e4.svg,clearance,clearance,primitive-make-ray,1,20260923-batch20-81f6375f4371,published/failed/solo48/house-ventilator.svg,8,internal-spacing [hub / blade-0]: hub-a and blade-0 have 1.504 units of ink clearance over 4.117 units; requires 4; review required | internal-spacing [hub / blade-3]: hub-a and blade-3 have 2.014 units of ink clearance over 2.175 units; requires 4; review required | internal-spacing [hub / blade-1]: hub-b and blade-1 have 2.014 units of ink clearance over 2.175 units; requires 4; review required
c6485cd4-824d-44f8-a250-201a66d4bd70,other,House Temperature Gauge,house-thermometer,pictographic-primitives/other/house thermometer_c6485cd4-824d-44f8-a250-201a66d4bd70.svg,spacing,spacing parallel holes,primitive-make-ray,1,20260923-batch20-81f6375f4371,published/failed/solo48/house-thermometer.svg,4,"mic [thermometer]: parallel straight edges tube-right and mercury are 4 apart on centerlines (ink gap 0); requires at least 8 centerline / 4 ink (midpoint-normal) | mic [mercury]: parallel straight edges mercury and tube-left are 4 apart on centerlines (ink gap 0); requires at least 8 centerline / 4 ink (midpoint-normal) | mic [thermometer]: thermometer and mercury are 3.682 apart on centerlines nearest (24.905, 33.569)<->(24, 30); (needs 8)"
3640f2f0-b0c0-4dbd-9d92-86762ff6cfbb,other,House with Music Note,house-music,pictographic-primitives/other/house music_3640f2f0-b0c0-4dbd-9d92-86762ff6cfbb.svg,clearance,clearance,primitive-make-ray,1,20260923-batch20-81f6375f4371,published/failed/solo48/house-music.svg,2,internal-spacing [right-note / beam]: right-note-a and beam-1 have 2.195 units of ink clearance over 3.25 units; requires 4; review required | internal-spacing [right-note / beam]: right-note-a and beam-2 have -0.997 units of ink clearance over 5.5 units; requires 4; review required
d9e732b9-6854-4fe7-b39f-365bfd54abee,other,House with Open Lock,house-unlock,pictographic-primitives/other/house unlock_d9e732b9-6854-4fe7-b39f-365bfd54abee.svg,clearance,clearance,primitive-make-ray,1,20260923-batch20-81f6375f4371,published/failed/solo48/house-unlock.svg,1,internal-spacing [lock-body / open-shackle]: lock-body-2 and shackle-top have 3.349 units of ink clearance over 2.208 units; requires 4; review required
6ac9826c-356d-4f89-843e-a1caf6908626,other,Laboratory Monitor Screen,monitor-laboratory,pictographic-primitives/other/monitor laboratory_6ac9826c-356d-4f89-843e-a1caf6908626.svg,spacing,spacing parallel pinches holes,primitive-make-ray,1,20260923T-batch27-6540fe,published/failed/solo48/monitor-laboratory.svg,4,"mic [liquid]: parallel straight edges liquid and flask-4 are 4 apart on centerlines (ink gap 0); requires at least 8 centerline / 4 ink (midpoint-normal) | mic [flask]: parallel straight edges flask-4 and bottom-left, bottom-right are 6 apart on centerlines (ink gap 2); requires at least 8 centerline / 4 ink (midpoint-normal) | mic [screen]: screen and flask are 6 apart on centerlines nearest (32, 34)<->(32, 28); (needs 8)"
71714a04-dd1b-4fab-90a6-dbd391dacaf5,other,Laptop with screen checkboxes,laptop-small-squares,pictographic-primitives/other/laptop small squares_71714a04-dd1b-4fab-90a6-dbd391dacaf5.svg,spacing,spacing parallel,primitive-make-ray,1,20260923T-batch22-e1fe46,published/failed/solo48/laptop-small-squares.svg,3,"mic [screen]: parallel straight edges screen-top and tile-0-1 are 4 apart on centerlines (ink gap 0); requires at least 8 centerline / 4 ink (midpoint-normal) | mic [tile-0]: parallel straight edges tile-0-3 and tile-1-1 are 4 apart on centerlines (ink gap 0); requires at least 8 centerline / 4 ink (midpoint-normal) | mic [screen]: screen and tile-0 are 4 apart on centerlines nearest (16, 8)<->(16, 12); (needs 8)"
44a8272b-04c4-4a7c-b200-ee122a35ef32,other,Laptop with Skull Malware,laptop-skull,pictographic-primitives/other/laptop skull_44a8272b-04c4-4a7c-b200-ee122a35ef32.svg,spacing,spacing parallel,primitive-make-ray,1,20260923T-batch22-a0fec3,published/failed/solo48/laptop-skull.svg,10,"mic [jaw-right]: parallel straight edges jaw-right and tooth are 6 apart on centerlines (ink gap 2); requires at least 8 centerline / 4 ink (midpoint-normal) | mic [tooth]: parallel straight edges tooth and jaw-left are 6 apart on centerlines (ink gap 2); requires at least 8 centerline / 4 ink (midpoint-normal) | mic [screen]: screen and cranium are 4.394 apart on centerlines nearest (24, 8)<->(24, 12.394); (needs 8)"
26319804-c7ff-498f-a76f-62441d482fc8,other,Locked Smartphone,mobile-phone-lock,pictographic-primitives/other/mobile phone lock_26319804-c7ff-498f-a76f-62441d482fc8.svg,clearance,clearance,primitive-make-ray,1,20260923T192815-batch26-gpt-6,published/failed/solo48/mobile-phone-lock.svg,1,internal-spacing [lock-body / shackle]: lock-body-0 and shackle-top have 2.522 units of ink clearance over 4.188 units; requires 4; review required
9ab7c5fa-7d54-4c5c-8f9e-b01743e34909,other,Malicious Webpage Browser,ui-webpage-skull,pictographic-primitives/other/ui webpage skull_9ab7c5fa-7d54-4c5c-8f9e-b01743e34909.svg,spacing,spacing parallel,primitive-make-ray,1,20260923-batch52-b9b21e,published/failed/solo48/ui-webpage-skull.svg,10,"mic [skull]: parallel straight edges jaw-right and middle-tooth are 4 apart on centerlines (ink gap 0); requires at least 8 centerline / 4 ink (midpoint-normal) | mic [middle-tooth]: parallel straight edges middle-tooth and jaw-left are 4 apart on centerlines (ink gap 0); requires at least 8 centerline / 4 ink (midpoint-normal) | mic [browser]: browser and skull are 5 apart on centerlines nearest (20, 42)<->(20, 37); (needs 8)"
602e570f-55c9-4a0a-85e7-806684d11f77,other,Masked Password Box,passwords-correct,pictographic-primitives/other/passwords correct_602e570f-55c9-4a0a-85e7-806684d11f77.svg,spacing,spacing,primitive-make-ray,1,20260923T195034-batch32-gpt6,published/failed/solo48/passwords-correct.svg,4,"mic [field]: field and x-0-0 are 5 apart on centerlines nearest (4, 21)<->(9, 21); (needs 8) | mic [field]: field and x-2-1 are 5 apart on centerlines nearest (44, 27)<->(39, 27); (needs 8) | mic [x-0-1]: x-0-1 and x-1-2 are 6 apart on centerlines nearest (15, 27)<->(21, 27); (needs 8)"
4c57be23-fe0b-4cb8-b06e-9aed4bc5f3aa,other,Medical Case with Capsule Pill,suitcase-pill,pictographic-primitives/other/suitcase pill_4c57be23-fe0b-4cb8-b06e-9aed4bc5f3aa.svg,spacing,spacing,primitive-make-ray,1,20260923T210618-batch49,published/failed/solo48/suitcase-pill.svg,1,"mic [case]: case and pill are 5.680 apart on centerlines nearest (25.987, 14)<->(25.987, 19.681); (needs 8)"
84596dd2-069a-450e-b70c-08a8dc22159b,other,Megaphone Announcement Square,square-megaphone,pictographic-primitives/other/square megaphone_84596dd2-069a-450e-b70c-08a8dc22159b.svg,spacing,spacing,primitive-make-ray,1,batch-46-20260923,published/failed/solo48/square-megaphone.svg,1,"mic [frame]: frame and grip are 4.167 apart on centerlines nearest (26.747, 42)<->(26.747, 37.832); (needs 8)"
9541eb00-a034-4794-a052-1575ee33b845,other,Mobile Music Player,mobile-phone-music-note,pictographic-primitives/other/mobile phone music note_9541eb00-a034-4794-a052-1575ee33b845.svg,clearance,clearance,primitive-make-ray,1,20260923T192815-batch26-gpt-6,published/failed/solo48/mobile-phone-music-note.svg,1,internal-spacing [note-head / flag]: note-head-a and flag have 3.150 units of ink clearance over 7.397 units; requires 4; review required
0a850f90-2953-422f-b95d-65062508b5a1,other,Mobile Phone Airplane Mode,mobile-phone-plane,pictographic-primitives/other/mobile phone plane_0a850f90-2953-422f-b95d-65062508b5a1.svg,clearance,clearance,primitive-make-ray,1,20260923T192815-batch26-gpt-6,published/failed/solo48/mobile-phone-plane.svg,1,internal-spacing [fuselage / wing]: fuselage and wing have 2.491 units of ink clearance over 2.747 units; requires 4; review required
079086c7-cfbe-4c2b-a1d3-438ec4146466,other,Mobile Phone Malware Alert,mobile-phone-skull,pictographic-primitives/other/mobile phone skull_079086c7-cfbe-4c2b-a1d3-438ec4146466.svg,spacing,spacing parallel holes,primitive-make-ray,1,20260923T192815-batch26-gpt-6,published/failed/solo48/mobile-phone-skull.svg,11,"mic [skull]: parallel straight edges jaw-right and jaw-center are 4 apart on centerlines (ink gap 0); requires at least 8 centerline / 4 ink (midpoint-normal) | mic [jaw-center]: parallel straight edges jaw-center and jaw-left are 4 apart on centerlines (ink gap 0); requires at least 8 centerline / 4 ink (midpoint-normal) | mic [separator]: separator and skull are 7 apart on centerlines nearest (20, 36)<->(20, 29); (needs 8)"
1c0f91c5-ddcd-4057-9258-33ab46aaac34,other,Mobile Phone with Euro Sign,mobile-phone-euro-sign,pictographic-primitives/other/mobile phone euro sign_1c0f91c5-ddcd-4057-9258-33ab46aaac34.svg,clearance,clearance,primitive-make-ray,1,20260923T192223-batch25-gpt-6,published/failed/solo48/mobile-phone-euro-sign.svg,1,internal-spacing [euro-curve / euro-bar]: euro-curve and euro-bar have 1.274 units of ink clearance over 2.715 units; requires 4; review required
e65c555e-8915-44b9-98b2-344d81aac941,other,Mobile Phone with Headphones,mobile-phone-headphone,pictographic-primitives/other/mobile phone headphone_e65c555e-8915-44b9-98b2-344d81aac941.svg,parallel,parallel pinches holes,primitive-make-ray,1,20260923T192815-batch26-gpt-6,published/failed/solo48/mobile-phone-headphone.svg,4,mic [ear-right]: parallel straight edges ear-right-2 and ear-right-4 are 4 apart on centerlines (ink gap 0); requires at least 8 centerline / 4 ink (midpoint-normal) | mic [ear-right]: parallel straight edges ear-right-4 and ear-left-2 are 6 apart on centerlines (ink gap 2); requires at least 8 centerline / 4 ink (midpoint-normal) | mic [ear-left]: parallel straight edges ear-left-2 and ear-left-4 are 4 apart on centerlines (ink gap 0); requires at least 8 centerline / 4 ink (midpoint-normal)
a70db137-a446-4f4c-b656-4fea14660981,other,Mobile Phone with Pound Sign,mobile-phone-pound-sign,pictographic-primitives/other/mobile phone pound sign_a70db137-a446-4f4c-b656-4fea14660981.svg,clearance,clearance,primitive-make-ray,1,20260923T192815-batch26-gpt-6,published/failed/solo48/mobile-phone-pound-sign.svg,1,internal-spacing [pound / bar]: pound and bar have 3.402 units of ink clearance over 2.824 units; requires 4; review required
69067a56-4a6a-4f02-bdcf-fc3b45bb66ac,other,Monitor with Art Palette and Brush,monitor-painting,pictographic-primitives/other/monitor painting_69067a56-4a6a-4f02-bdcf-fc3b45bb66ac.svg,spacing,spacing holes,primitive-make-ray,1,20260923T-batch27-a121b7,published/failed/solo48/monitor-painting.svg,9,"mic [screen]: screen and palette are 5.192 apart on centerlines nearest (20.449, 34)<->(20.449, 28.807); (needs 8) | mic [screen]: screen and brush-head are 3 apart on centerlines nearest (42, 18)<->(39, 18); (needs 8) | mic [palette]: palette and paint-0 are 3.908 apart on centerlines nearest (17.578, 13.359)<->(19, 17); (needs 8)"
91199cb3-6e0d-41e0-9c27-12e09942eed6,other,Monitor with Check Mark,tv-circle-check,pictographic-primitives/other/tv circle check_91199cb3-6e0d-41e0-9c27-12e09942eed6.svg,spacing,spacing,primitive-make-ray,1,20260923-batch52-b9b21e,published/failed/solo48/tv-circle-check.svg,2,"mic [screen]: screen and status-ring are 6 apart on centerlines nearest (24, 6)<->(24, 12); (needs 8) | mic [status-ring]: status-ring and check are 2.999 apart on centerlines nearest (30.387, 15.183)<->(28, 17); (needs 8)"
84f3f807-398a-4f6c-9d2e-58805a5192a4,other,Monitor with Spoon and Knife,monitor-spoon-and-folk,pictographic-primitives/other/monitor spoon and folk_84f3f807-398a-4f6c-9d2e-58805a5192a4.svg,pinches,pinches holes,primitive-make-ray,1,20260923T122956Z-gpt6-cb8ffe33,published/failed/solo48/monitor-spoon-and-folk.svg,1,holes/pinches: 1 undersized holes; 1 pinches
f799a4bf-12e6-4111-a7f7-3023b0c48446,other,Multiple Choice Test Document,test-file,pictographic-primitives/other/test file_f799a4bf-12e6-4111-a7f7-3023b0c48446.svg,spacing,spacing parallel pinches holes,primitive-make-ray,1,20260923-210743-batch50-gpt6,published/failed/solo48/test-file.svg,12,mic [b]: parallel straight edges b-2 and b-4 are 5 apart on centerlines (ink gap 1); requires at least 8 centerline / 4 ink (midpoint-normal) | mic [b]: parallel straight edges b-2 and b-lower-0 are 5 apart on centerlines (ink gap 1); requires at least 8 centerline / 4 ink (midpoint-normal) | mic [b]: parallel straight edges b-4 and b-lower-2 are 5 apart on centerlines (ink gap 1); requires at least 8 centerline / 4 ink (midpoint-normal)
25a4cb19-9e79-49d4-b5af-74c85495cf76,other,Online Education Computer Monitor,monitor-graduation-hat,pictographic-primitives/other/monitor graduation hat_25a4cb19-9e79-49d4-b5af-74c85495cf76.svg,spacing,spacing parallel holes,primitive-make-ray,1,20260923T-batch27-4a631b,published/failed/solo48/monitor-graduation-hat.svg,5,"mic [mortarboard]: parallel straight edges mortarboard-1 and mortarboard-3 are 7.427 apart on centerlines (ink gap 3.427); requires at least 8 centerline / 4 ink (overlap-fallback) | mic [mortarboard]: parallel straight edges mortarboard-2 and mortarboard-4 are 7.427 apart on centerlines (ink gap 3.427); requires at least 8 centerline / 4 ink (overlap-fallback) | mic [screen]: screen and crown are 6 apart on centerlines nearest (24, 34)<->(24, 28); (needs 8)"
2c2ce02e-d93f-4086-969c-7135c5b08d1b,other,Online Payment Computer Monitor,self-payment-computer-dollar,pictographic-primitives/other/self payment computer dollar_2c2ce02e-d93f-4086-969c-7135c5b08d1b.svg,pinches,pinches holes,primitive-make-ray,2,side-mains-batch3-20260924T111319,published/failed/solo48/self-payment-computer-dollar.svg,1,holes/pinches: 2 undersized holes; 2 pinches
6fd53a7d-aab1-479b-9e12-e2f8acddcfb2,other,Online T-shirt Shop Webpage,ui-webpage-t-shirt,pictographic-primitives/other/ui webpage t shirt_6fd53a7d-aab1-479b-9e12-e2f8acddcfb2.svg,clearance,clearance,primitive-make-ray,1,20260923-batch52-b9b21e,published/failed/solo48/ui-webpage-t-shirt.svg,4,internal-spacing [shirt]: shirt-left-2 and shirt-left-4 have -0.273 units of ink clearance over 2.705 units; requires 4; review required | internal-spacing [shirt]: shirt-left-3 and neckline have 3.708 units of ink clearance over 2.644 units; requires 4; review required | internal-spacing [shirt]: shirt-left-8 and shirt-left-10 have -0.273 units of ink clearance over 2.705 units; requires 4; review required
a89e6154-b80a-49dd-8449-f86a088a5c81,other,Pencil Writing on 3D Cube,box-pen,pictographic-primitives/other/box pen_a89e6154-b80a-49dd-8449-f86a088a5c81.svg,clearance,clearance,primitive-make-ray,1,20260923-gpt6-0fc7cf8183,published/failed/solo48/box-pen.svg,2,internal-spacing [box-edge / rim]: box-edge-2 and rim-1 have 0.028 units of ink clearance over 16.955 units; requires 4; review required | internal-spacing [box-edge / rim]: box-edge-3 and rim-2 have 3.063 units of ink clearance over 4.983 units; requires 4; review required
39d51711-cb0a-4cf4-bdca-37c1fe832458,other,Private Message Bubble,bubble-message-pm-text,pictographic-primitives/other/bubble message pm text_39d51711-cb0a-4cf4-bdca-37c1fe832458.svg,spacing,spacing parallel,primitive-make-ray,2,20260923-round2-b03-9425f8,published/failed/solo48/bubble-message-pm-text.svg,3,"mic [m]: parallel straight edges m-4 and m-1 are 6 apart on centerlines (ink gap 2); requires at least 8 centerline / 4 ink (midpoint-normal) | mic [bubble]: bubble and p-stem are 4.963 apart on centerlines nearest (10.498, 31.518)<->(14, 28); (needs 8) | mic [bubble]: bubble and m are 4.905 apart on centerlines nearest (38.902, 30.972)<->(35, 28); (needs 8)"
485264e5-d5d9-4af5-a33a-88ae3ae2126e,other,Professional Employee Resume,rectangle-employee-resume,pictographic-primitives/other/rectangle employee resume_485264e5-d5d9-4af5-a33a-88ae3ae2126e.svg,spacing,spacing parallel,primitive-make-ray,1,20260923-201437-batch37,published/failed/solo48/rectangle-employee-resume.svg,12,"mic [bottom0]: parallel straight edges bottom0 and bottom1 are 6 apart on centerlines (ink gap 2); requires at least 8 centerline / 4 ink (midpoint-normal) | mic [bottom1]: parallel straight edges bottom1 and frame-3 are 6 apart on centerlines (ink gap 2); requires at least 8 centerline / 4 ink (midpoint-normal) | mic [frame]: frame and person-head are 6 apart on centerlines nearest (21, 4)<->(21, 10); (needs 8)"
dd96595d-042a-465f-9681-d8c23c641754,other,Restaurant Search Magnifying Glass,spoon-and-fork,pictographic-primitives/other/spoon and fork_dd96595d-042a-465f-9681-d8c23c641754.svg,clearance,clearance,primitive-make-ray,1,20260923T204750549865-ray44,published/failed/solo48/spoon-and-fork.svg,1,internal-spacing [fork / center-tine]: bowl and center-tine have 2.968 units of ink clearance over 3.732 units; requires 4; review required
83ea3f1d-dfb5-4247-948a-2314faaff6ad,other,Rx Prescription Symbol Square,prescription-px-square,pictographic-primitives/other/prescription px square_83ea3f1d-dfb5-4247-948a-2314faaff6ad.svg,clearance,clearance,primitive-make-ray,1,20260923T202755-batch35,published/failed/solo48/prescription-px-square.svg,1,internal-spacing [rx-up / r-bowl]: rx-up-2 and r-bowl have 0.192 units of ink clearance over 4.673 units; requires 4; review required
a7f1734e-4fae-4c0a-9d33-80bf4a3da78f,other,Secure Home Padlock,house-lock,pictographic-primitives/other/house lock_a7f1734e-4fae-4c0a-9d33-80bf4a3da78f.svg,clearance,clearance,primitive-make-ray,1,20260923-batch20-81f6375f4371,published/failed/solo48/house-lock.svg,1,internal-spacing [lock-body / shackle]: lock-body-2 and shackle-top have 3.389 units of ink clearance over 5.235 units; requires 4; review required
ca0b86cd-f823-4251-8d27-7775eddb1f7a,other,Secure User Account Lock,lock-person,pictographic-primitives/other/lock person_ca0b86cd-f823-4251-8d27-7775eddb1f7a.svg,pinches,pinches holes,primitive-make-ray,1,20260923-batch23-b899623a68d7,published/failed/solo48/lock-person.svg,1,holes/pinches: 1 undersized holes; 1 pinches
13ea825f-ae04-4150-a4b6-56b3bed9dc5d,other,Smartphone with Telephone Handset,mobile-phone-phone,pictographic-primitives/other/mobile phone phone_13ea825f-ae04-4150-a4b6-56b3bed9dc5d.svg,pinches,pinches holes,primitive-make-ray,1,20260923T192815-batch26-gpt-6,published/failed/solo48/mobile-phone-phone.svg,1,holes/pinches: 2 undersized holes; 1 pinches
22b0de95-e0f5-450b-9f1f-9e0284263be7,other,Smartwatch Dollar Payment,smart-watch-square-dollar-sign,pictographic-primitives/other/smart watch square dollar sign_22b0de95-e0f5-450b-9f1f-9e0284263be7.svg,spacing,spacing parallel pinches holes,primitive-make-ray,1,20260923T204707-batch43,published/failed/solo48/smart-watch-square-dollar-sign.svg,4,"mic [strap-top]: parallel straight edges strap-top-2 and case-0-0, case-0-1, case-0-2 are 4 apart on centerlines (ink gap 0); requires at least 8 centerline / 4 ink (midpoint-normal) | mic [case]: parallel straight edges case-4-2, case-4-1, case-4-0 and strap-bottom-2 are 4 apart on centerlines (ink gap 0); requires at least 8 centerline / 4 ink (midpoint-normal) | mic [case]: case and dollar-stem are 6 apart on centerlines nearest (24, 8)<->(24, 14); (needs 8)"
f2d45871-ff3d-44d5-84a8-774df3bd6ba3,other,Smartwatch Pound Symbol,smartwatch-pound-symbol,pictographic-primitives/other/smart watch circle pound sign_f2d45871-ff3d-44d5-84a8-774df3bd6ba3.svg,holes,holes,model tree,1,20260924-holes-batch3-154356958457,published/failed/solo48/smartwatch-pound-symbol.svg,1,holes/pinches: 3 undersized holes; 0 pinches
2c0ac7cd-8681-4e21-803e-6437b35eb4a2,other,Smartwatch with Pound Symbol,smart-watch-square-pound-sign,pictographic-primitives/other/smart watch square pound sign_2c0ac7cd-8681-4e21-803e-6437b35eb4a2.svg,spacing,spacing parallel pinches holes,primitive-make-ray,1,20260923T204707-batch43,published/failed/solo48/smart-watch-square-pound-sign.svg,4,"mic [strap-top]: parallel straight edges strap-top-2 and case-0-0, case-0-1, case-0-2 are 4 apart on centerlines (ink gap 0); requires at least 8 centerline / 4 ink (midpoint-normal) | mic [case]: parallel straight edges case-4-2, case-4-1, case-4-0 and strap-bottom-2 are 4 apart on centerlines (ink gap 0); requires at least 8 centerline / 4 ink (midpoint-normal) | mic [case]: case and pound-hook are 6 apart on centerlines nearest (25, 8)<->(25, 14); (needs 8)"
3d250c41-6017-4d1f-9278-42fadf1fc93d,other,Social Media Like Button,rectangle-like-text,pictographic-primitives/other/rectangle like text_3d250c41-6017-4d1f-9278-42fadf1fc93d.svg,spacing,spacing parallel,primitive-make-ray,1,20260923-201437-batch37,published/failed/solo48/rectangle-like-text.svg,9,mic [k-stem]: parallel straight edges k-stem and i are 6 apart on centerlines (ink gap 2); requires at least 8 centerline / 4 ink (midpoint-normal) | mic [l]: parallel straight edges l-1 and frame-6 are 6 apart on centerlines (ink gap 2); requires at least 8 centerline / 4 ink (midpoint-normal) | mic [e]: parallel straight edges e-1 and e-middle are 6 apart on centerlines (ink gap 2); requires at least 8 centerline / 4 ink (midpoint-normal)
dd1e6365-7d94-41e2-84d6-66c8ad75ede1,other,Subtitles Display Icon,rectangle-sub-text,pictographic-primitives/other/rectangle sub text_dd1e6365-7d94-41e2-84d6-66c8ad75ede1.svg,spacing,spacing parallel holes,primitive-make-ray,1,batch-38-20260923,published/failed/solo48/rectangle-sub-text.svg,7,"mic [b-stem]: parallel straight edges b-stem-2, b-stem-1 and u-right are 5 apart on centerlines (ink gap 1); requires at least 8 centerline / 4 ink (midpoint-normal) | mic [u]: parallel straight edges u-right and u-left are 6 apart on centerlines (ink gap 2); requires at least 8 centerline / 4 ink (midpoint-normal) | mic [panel]: panel and s are 5.889 apart on centerlines nearest (4, 18.884)<->(9.889, 18.884); (needs 8)"
2cc3609a-d235-46f7-828b-ef134a6021e2,other,Television Monitor Password Security,tv-password,pictographic-primitives/other/tv password_2cc3609a-d235-46f7-828b-ef134a6021e2.svg,spacing,spacing,primitive-make-ray,1,20260923-batch52-b9b21e,published/failed/solo48/tv-password.svg,4,"mic [screen]: screen and password-0-0 are 7 apart on centerlines nearest (6, 21)<->(13, 21); (needs 8) | mic [screen]: screen and password-2-1 are 7 apart on centerlines nearest (42, 25)<->(35, 25); (needs 8) | mic [password-0-1]: password-0-1 and password-1-3 are 5 apart on centerlines nearest (17, 25)<->(22, 25); (needs 8)"
d96343a5-e841-44ec-86db-6217d2856341,other,Two Users on Screen,rectangle-two-persons,pictographic-primitives/other/rectangle two persons_d96343a5-e841-44ec-86db-6217d2856341.svg,spacing,spacing,primitive-make-ray,1,batch-38-20260923,published/failed/solo48/rectangle-two-persons.svg,5,"mic [panel]: panel and left-head are 7 apart on centerlines nearest (15, 8)<->(15, 15); (needs 8) | mic [panel]: panel and left-shoulders are 4 apart on centerlines nearest (4, 33)<->(8, 33); (needs 8) | mic [panel]: panel and right-head are 7 apart on centerlines nearest (33, 8)<->(33, 15); (needs 8)"
045a0447-9d31-4ac4-8345-6b457d6d7fdb,other,Unlocked Computer Screen,monitor-unlock,pictographic-primitives/other/monitor unlock_045a0447-9d31-4ac4-8345-6b457d6d7fdb.svg,spacing,spacing parallel,primitive-make-ray,1,20260923T122956Z-gpt6-e42fd30d,published/failed/solo48/monitor-unlock.svg,2,"mic [lock]: parallel straight edges lock-4 and screen-5, screen-4 are 5 apart on centerlines (ink gap 1); requires at least 8 centerline / 4 ink (midpoint-normal) | mic [screen]: screen and lock are 5 apart on centerlines nearest (24, 34)<->(24, 29); (needs 8)"
b0d42cd4-6acc-4018-ae89-490f3eb333a9,other,Unlocked Mobile Phone,mobile-phone-unlock,pictographic-primitives/other/mobile phone unlock_b0d42cd4-6acc-4018-ae89-490f3eb333a9.svg,spacing,spacing parallel,primitive-make-ray,1,20260923T192815-batch26-gpt-6,published/failed/solo48/mobile-phone-unlock.svg,2,"mic [lock-body]: parallel straight edges lock-body-4 and separator are 5 apart on centerlines (ink gap 1); requires at least 8 centerline / 4 ink (midpoint-normal) | mic [separator]: separator and lock-body are 5 apart on centerlines nearest (28, 36)<->(28, 31); (needs 8)"
262dd529-82e6-4744-ac57-ec46c428f624,other,User Chat Bubble,square-bubble-user,pictographic-primitives/other/square bubble user_262dd529-82e6-4744-ac57-ec46c428f624.svg,spacing,spacing,primitive-make-ray,1,20260923T204956-batch45,published/failed/solo48/square-bubble-user.svg,2,"mic [bubble]: bubble and head are 7 apart on centerlines nearest (24, 6)<->(24, 13); (needs 8) | mic [bubble]: bubble and shoulders are 3 apart on centerlines nearest (32, 36)<->(32, 33); (needs 8)"
8d4aec38-b440-43a0-b4f2-b3a846ae4cb1,other,User Search Magnifying Glass,person-magnifying-glass-solo,pictographic-primitives/other/person magnifying glass_8d4aec38-b440-43a0-b4f2-b3a846ae4cb1.svg,spacing,spacing,primitive-make-ray,1,20260923T195034-batch32-gpt6,published/failed/solo48/person-magnifying-glass-solo.svg,2,"mic [lens]: lens and person-head are 5.999 apart on centerlines nearest (21.004, 6.000)<->(21, 12); (needs 8) | mic [lens]: lens and body-right are 1.071 apart on centerlines nearest (26.384, 34.999)<->(26, 34); (needs 8)"
24fe2386-b951-48d1-8a50-9d4e65f27e91,other,Webpage Advertisement Window,ui-webpage-ad-text,pictographic-primitives/other/ui webpage ad text_24fe2386-b951-48d1-8a50-9d4e65f27e91.svg,spacing,spacing pinches holes,primitive-make-ray,1,20260923-batch52-b9b21e,published/failed/solo48/ui-webpage-ad-text.svg,2,"mic [browser]: browser and d-bowl are 6 apart on centerlines nearest (42, 28)<->(36, 28); (needs 8) | holes/pinches: 1 undersized holes; 1 pinches"
1c6d508d-38fb-4b6a-bfe9-e20ebd9e9bf4,outdoors,Pig with Apple Feed Bag,outdoors-pig-apple,pictographic-primitives/outdoors/outdoors pig apple_1c6d508d-38fb-4b6a-bfe9-e20ebd9e9bf4.svg,spacing,spacing holes,primitive-make-ray,3,batch-31-20260923,published/failed/solo48/outdoors-pig-apple.svg,2,"mic [panel]: panel and apple are 3.806 apart on centerlines nearest (22, 23.269)<->(25.806, 23.269); (needs 8) | holes/pinches: 1 undersized holes; 0 pinches"
29a5a818-9fcd-4062-843c-4ae6c6b33268,payments,Credit Card Machine and Receipt,credit-card-payment,pictographic-primitives/payments/credit card payment_29a5a818-9fcd-4062-843c-4ae6c6b33268.svg,parallel,parallel pinches holes,primitive-make-ray,2,20260923T164222Z-round2-batch4,published/failed/solo48/credit-card-payment.svg,5,"mic [card]: parallel straight edges card-2-0 and stripe are 4 apart on centerlines (ink gap 0); requires at least 8 centerline / 4 ink (midpoint-normal) | mic [stripe]: parallel straight edges stripe and card-6-0 are 4 apart on centerlines (ink gap 0); requires at least 8 centerline / 4 ink (midpoint-normal) | mic [terminal]: parallel straight edges terminal-2-0, terminal-2-1 and receipt-5, receipt-6 are 6 apart on centerlines (ink gap 2); requires at least 8 centerline / 4 ink (overlap-fallback)"
