uuid,reference,concept,pages,primary,all_categories,previous_runs,newest_run,errors,reviewer
5a9d43a5-7519-4e64-81a0-64a7c06298cc,pictographic-primitives/_uncategorized_31/prescription drug px 2_5a9d43a5-7519-4e64-81a0-64a7c06298cc.svg,Medical Prescription Document,primitives-drawn,parallel,parallel spacing holes,1,primitive-make-ray/invalid,"mic [writing-0]: parallel straight edges writing-0 and writing-1 are 6 apart on centerlines (ink gap 2); requires at least 8 centerline / 4 ink (midpoint-normal) || mic [writing-1]: parallel straight edges writing-1 and paper-bottom are 3 apart on centerlines (ink gap -1); requires at least 8 centerline / 4 ink (midpoint-normal) || mic [paper]: paper and rx-down are 5 apart on centerlines nearest (34, 28)<->(29, 28); SOLO48 requires at least 8 (ink clearance 4) unless the contact is declared with a scoped `connect` relationship || mic [paper]: paper and writing-0 are 7 apart on centerlines nearest (12, 33)<->(19, 33); SOLO48 requires at least 8 (ink clearance 4) unless the contact is declared with a scoped `connect` relationship || mic [paper]: paper and writing-1 are 3 apart on centerlines nearest (19, 42)<->(19, 39); SOLO48 requires at least 8 (ink clearance 4) unless the contact is declared with a scoped `connect` relationship || mic [r-stem]: r-stem and writing-0 are 5 apart on centerlines nearest (19, 28)<->(19, 33); SOLO48 requires at least 8 (ink clearance 4) unless the contact is declared with a scoped `connect` relationship || mic [writing-0]: writing-0 and writing-1 are 6 apart on centerlines nearest (19, 33)<->(19, 39); SOLO48 requires at least 8 (ink clearance 4) unless the contact is declared with a scoped `connect` relationship || holes/pinches: 1 undersized holes; 0 pinches",
d9776d01-07f9-402d-ac77-fc73a405a509,pictographic-primitives/_uncategorized_32/rating booklet_d9776d01-07f9-402d-ac77-fc73a405a509.svg,Star Rating Booklet,primitives-drawn,parallel,parallel spacing,1,primitive-make-ray/invalid,"mic [text-0]: parallel straight edges text-0 and text-1 are 3 apart on centerlines (ink gap -1); requires at least 8 centerline / 4 ink (midpoint-normal) || mic [text-0]: parallel straight edges text-0 and cover-4 are 6 apart on centerlines (ink gap 2); requires at least 8 centerline / 4 ink (overlap-fallback) || mic [text-1]: parallel straight edges text-1 and cover-4 are 3 apart on centerlines (ink gap -1); requires at least 8 centerline / 4 ink (midpoint-normal) || mic [cover]: cover and rating-star are 6 apart on centerlines nearest (24, 12)<->(24, 18); SOLO48 requires at least 8 (ink clearance 4) unless the contact is declared with a scoped `connect` relationship || mic [cover]: cover and text-0 are 6 apart on centerlines nearest (20, 44)<->(20, 38); SOLO48 requires at least 8 (ink clearance 4) unless the contact is declared with a scoped `connect` relationship || mic [cover]: cover and text-1 are 3 apart on centerlines nearest (20, 44)<->(20, 41); SOLO48 requires at least 8 (ink clearance 4) unless the contact is declared with a scoped `connect` relationship || mic [rating-star]: rating-star and text-0 are 4.47214 apart on centerlines nearest (18, 34)<->(20, 38); SOLO48 requires at least 8 (ink clearance 4) unless the contact is declared with a scoped `connect` relationship || mic [rating-star]: rating-star and text-1 are 7.28011 apart on centerlines nearest (18, 34)<->(20, 41); SOLO48 requires at least 8 (ink clearance 4) unless the contact is declared with a scoped `connect` relationship || mic [text-0]: text-0 and text-1 are 3 apart on centerlines nearest (20, 38)<->(20, 41); SOLO48 requires at least 8 (ink clearance 4) unless the contact is declared with a scoped `connect` relationship",
f53e79c7-b34f-44d2-9af3-49b5684cc631,pictographic-primitives/_uncategorized_32/real estate favorite house rating_f53e79c7-b34f-44d2-9af3-49b5684cc631.svg,House with Star Rating,primitives-drawn,parallel,parallel spacing holes,1,primitive-make-ray/invalid,"mic [house]: parallel straight edges walls-right-3 and walls-right-1 are 7 apart on centerlines (ink gap 3); requires at least 8 centerline / 4 ink (midpoint-normal) || mic [house]: parallel straight edges walls-right-1 and walls-3 are 6 apart on centerlines (ink gap 2); requires at least 8 centerline / 4 ink (midpoint-normal) || mic [house]: parallel straight edges walls-3 and walls-1 are 7 apart on centerlines (ink gap 3); requires at least 8 centerline / 4 ink (midpoint-normal) || mic [main-star]: main-star and star-0 are 4.43877 apart on centerlines nearest (18.3784, 19.7297)<->(14, 19); SOLO48 requires at least 8 (ink clearance 4) unless the contact is declared with a scoped `connect` relationship || mic [main-star]: main-star and star-1 are 4.43877 apart on centerlines nearest (29.6216, 19.7297)<->(34, 19); SOLO48 requires at least 8 (ink clearance 4) unless the contact is declared with a scoped `connect` relationship || mic [main-star]: main-star and roof are 4.47214 apart on centerlines nearest (22, 20)<->(24, 24); SOLO48 requires at least 8 (ink clearance 4) unless the contact is declared with a scoped `connect` relationship || mic [star-0]: star-0 and roof are 5.26965 apart on centerlines nearest (13, 25)<->(15.9231, 29.3846); SOLO48 requires at least 8 (ink clearance 4) unless the contact is declared with a scoped `connect` relationship || mic [star-1]: star-1 and roof are 5.26965 apart on centerlines nearest (35, 25)<->(32.0769, 29.3846); SOLO48 requires at least 8 (ink clearance 4) unless the contact is declared with a scoped `connect` relationship || mic [roof]: roof and house are 2.7735 apart on centerlines nearest (12.4615, 31.6923)<->(14, 34); SOLO48 requires at least 8 (ink clearance 4) unless the contact is declared with a scoped `connect` relationship || holes/pinches: 2 undersized holes; 0 pinches",
110df7d0-d83c-4e1f-a771-57b0adb39e09,pictographic-primitives/_uncategorized_32/real estate market calculator house_110df7d0-d83c-4e1f-a771-57b0adb39e09.svg,Real Estate Finance Calculator,primitives-drawn,parallel,parallel spacing holes,1,primitive-make-ray/invalid,"mic [vertical-divider]: parallel straight edges vertical-divider-1, vertical-divider-2 and plus-bottom are 7 apart on centerlines (ink gap 3); requires at least 8 centerline / 4 ink (midpoint-normal) || mic [vertical-divider]: parallel straight edges vertical-divider-1, vertical-divider-2 and plus-top are 7 apart on centerlines (ink gap 3); requires at least 8 centerline / 4 ink (midpoint-normal) || mic [plus-bottom]: parallel straight edges plus-bottom and calculator-6 are 6 apart on centerlines (ink gap 2); requires at least 8 centerline / 4 ink (midpoint-normal) || mic [plus-top]: parallel straight edges plus-top and calculator-6 are 6 apart on centerlines (ink gap 2); requires at least 8 centerline / 4 ink (midpoint-normal) || mic [calculator]: parallel straight edges calculator-0 and minus are 6 apart on centerlines (ink gap 2); requires at least 8 centerline / 4 ink (midpoint-normal) || mic [calculator]: parallel straight edges calculator-0 and plus-left are 6 apart on centerlines (ink gap 2); requires at least 8 centerline / 4 ink (midpoint-normal) || mic [calculator]: parallel straight edges calculator-0 and plus-right are 6 apart on centerlines (ink gap 2); requires at least 8 centerline / 4 ink (midpoint-normal) || mic [minus]: parallel straight edges minus and horizontal-divider-1, horizontal-divider-2 are 6 apart on centerlines (ink gap 2); requires at least 8 centerline / 4 ink (midpoint-normal) || mic [plus-left]: parallel straight edges plus-left and horizontal-divider-1, horizontal-divider-2 are 6 apart on centerlines (ink gap 2); requires at least 8 centerline / 4 ink (midpoint-normal) || mic [plus-right]: parallel straight edges plus-right and horizontal-divider-1, horizontal-divider-2 are 6 apart on centerlines (ink gap 2); requires at least 8 centerline / 4 ink (midpoint-normal) || mic [horizontal-divider]: parallel straight edges horizontal-divider-1, horizontal-divider-2 and equals-0 are 4 apart on centerlines (ink gap 0); requires at least 8 centerline / 4 ink (midpoint-normal) || mic [equals-0]: parallel straight edges equals-0 and equals-1 are 4 apart on centerlines (ink gap 0); requires at least 8 centerline / 4 ink (midpoint-normal) || mic [equals-1]: parallel straight edges equals-1 and calculator-4 are 4 apart on centerlines (ink gap 0); requires at least 8 centerline / 4 ink (midpoint-normal) || mic [roof]: roof and house-wall are 4.47214 apart on centerlines nearest (42, 16)<->(40, 20); SOLO48 requires at least 8 (ink clearance 4) unless the contact is declared with a scoped `connect` relationship || mic [roof]: roof and calculator are 2 apart on centerlines nearest (18, 16)<->(18, 18); SOLO48 requires at least 8 (ink clearance 4) unless the contact is declared with a scoped `connect` relationship || mic [house-wall]: house-wall and calculator are 2 apart on centerlines nearest (34, 28)<->(32, 28); SOLO48 requires at least 8 (ink clearance 4) unless the contact is declared with a scoped `connect` relationship || mic [calculator]: calculator and plus-left are 4 apart on centerlines nearest (6, 24)<->(10, 24); SOLO48 requires at least 8 (ink clearance 4) unless the contact is declared with a scoped `connect` relationship || mic [vertical-divider]: vertical-divider and minus are 4 apart on centerlines nearest (19, 24)<->(23, 24); SOLO48 requires at least 8 (ink clearance 4) unless the contact is declared with a scoped `connect` relationship || mic [calculator]: calculator and multiply-b are 3.9997 apart on centerlines nearest (9.46172, 41.9633)<->(10, 38); SOLO48 requires at least 8 (ink clearance 4) unless the contact is declared with a scoped `connect` relationship || mic [vertical-divider]: vertical-divider and equals-0 are 4 apart on centerlines nearest (19, 34)<->(23, 34); SOLO48 requires at least 8 (ink clearance 4) unless the contact is declared with a scoped `connect` relationship || mic [calculator]: calculator and equals-1 are 4 apart on centerlines nearest (23, 42)<->(23, 38); SOLO48 requires at least 8 (ink clearance 4) unless the contact is declared with a scoped `connect` relationship || mic [equals-0]: equals-0 and equals-1 are 4 apart on centerlines nearest (23, 34)<->(23, 38); SOLO48 requires at least 8 (ink clearance 4) unless the contact is declared with a scoped `connect` relationship || holes/pinches: 3 undersized holes; 0 pinches",
1228a3cf-b0ac-41b8-a4db-2d272fbe1241,pictographic-primitives/_uncategorized_32/real estate market house_1228a3cf-b0ac-41b8-a4db-2d272fbe1241.svg,Real Estate Market Statistics Chart,primitives-drawn,parallel,parallel spacing holes,1,primitive-make-ray/invalid,"mic [house]: parallel straight edges house-3 and door-3 are 6 apart on centerlines (ink gap 2); requires at least 8 centerline / 4 ink (midpoint-normal) || mic [door]: parallel straight edges door-3 and door-1 are 6 apart on centerlines (ink gap 2); requires at least 8 centerline / 4 ink (midpoint-normal) || mic [door]: parallel straight edges door-1 and house-5 are 6 apart on centerlines (ink gap 2); requires at least 8 centerline / 4 ink (midpoint-normal) || mic [door]: parallel straight edges door-2 and house-4 are 6 apart on centerlines (ink gap 2); requires at least 8 centerline / 4 ink (midpoint-normal) || mic [segment]: segment and house are 3.654 apart on centerlines nearest (34, 24)<->(31.5724, 26.731); SOLO48 requires at least 8 (ink clearance 4) unless the contact is declared with a scoped `connect` relationship || holes/pinches: 1 undersized holes; 0 pinches",
c86928c6-4109-4558-bbc9-1f9ffaea2a41,pictographic-primitives/_uncategorized_32/real estate message couple building_c86928c6-4109-4558-bbc9-1f9ffaea2a41.svg,Real Estate Discussion,primitives-drawn,parallel,parallel spacing pinches holes,1,primitive-make-ray/invalid,"mic [house]: parallel straight edges house-4 and bubble-6 are 2 apart on centerlines (ink gap -2); requires at least 8 centerline / 4 ink (overlap-fallback) || mic [house]: parallel straight edges house-4 and bubble-3 are 2 apart on centerlines (ink gap -2); requires at least 8 centerline / 4 ink (overlap-fallback) || mic [bubble]: bubble and house are 2 apart on centerlines nearest (30, 20)<->(30, 18); SOLO48 requires at least 8 (ink clearance 4) unless the contact is declared with a scoped `connect` relationship || mic [bubble]: bubble and left-head are 6 apart on centerlines nearest (12, 20)<->(12, 26); SOLO48 requires at least 8 (ink clearance 4) unless the contact is declared with a scoped `connect` relationship || mic [bubble]: bubble and right-head are 6 apart on centerlines nearest (36, 20)<->(36, 26); SOLO48 requires at least 8 (ink clearance 4) unless the contact is declared with a scoped `connect` relationship || holes/pinches: 1 undersized holes; 1 pinches",
eb4e4433-41fd-4f9e-9779-df93d4b8c025,pictographic-primitives/_uncategorized_32/real estate search house 2_eb4e4433-41fd-4f9e-9779-df93d4b8c025.svg,Hand Pointing at House,primitives-drawn,parallel,parallel,1,primitive-make-ray/invalid,mic [house]: parallel straight edges house-3 and door-3 are 6 apart on centerlines (ink gap 2); requires at least 8 centerline / 4 ink (midpoint-normal) || mic [door]: parallel straight edges door-3 and door-1 are 6 apart on centerlines (ink gap 2); requires at least 8 centerline / 4 ink (midpoint-normal) || mic [door]: parallel straight edges door-1 and house-5 are 6 apart on centerlines (ink gap 2); requires at least 8 centerline / 4 ink (midpoint-normal) || mic [door]: parallel straight edges door-2 and house-4 are 6 apart on centerlines (ink gap 2); requires at least 8 centerline / 4 ink (midpoint-normal),
37ae4172-af70-4ae7-8de2-52970a6302ab,pictographic-primitives/_uncategorized_32/recruiting resume document_37ae4172-af70-4ae7-8de2-52970a6302ab.svg,Personal Resume Document,primitives-drawn,parallel,parallel spacing,1,primitive-make-ray/invalid,"mic [text1]: parallel straight edges text1 and document-3 are 4 apart on centerlines (ink gap 0); requires at least 8 centerline / 4 ink (midpoint-normal) || mic [document]: document and text1 are 4 apart on centerlines nearest (14, 42)<->(14, 38); SOLO48 requires at least 8 (ink clearance 4) unless the contact is declared with a scoped `connect` relationship || mic [document]: document and body are 5.91836 apart on centerlines nearest (24, 42)<->(29.8378, 41.027); SOLO48 requires at least 8 (ink clearance 4) unless the contact is declared with a scoped `connect` relationship || mic [text0]: text0 and shoulders are 5.87101 apart on centerlines nearest (22, 30)<->(26.8542, 33.3023); SOLO48 requires at least 8 (ink clearance 4) unless the contact is declared with a scoped `connect` relationship || mic [text1]: text1 and shoulders are 4.47214 apart on centerlines nearest (22, 38)<->(26, 36); SOLO48 requires at least 8 (ink clearance 4) unless the contact is declared with a scoped `connect` relationship",
0efa564f-5fe3-43ba-904f-a0826782e979,pictographic-primitives/_uncategorized_32/rectangle code_0efa564f-5fe3-43ba-904f-a0826782e979.svg,QR Code Digital Barcode,primitives-drawn,parallel,parallel spacing,1,primitive-make-ray/invalid,"mic [frame]: parallel straight edges frame-2 and tr-2 are 6 apart on centerlines (ink gap 2); requires at least 8 centerline / 4 ink (midpoint-normal) || mic [corner]: parallel straight edges corner-1 and bl-2 are 6 apart on centerlines (ink gap 2); requires at least 8 centerline / 4 ink (midpoint-normal) || mic [tr]: parallel straight edges tr-4 and tl-2 are 6 apart on centerlines (ink gap 2); requires at least 8 centerline / 4 ink (midpoint-normal) || mic [tl]: parallel straight edges tl-3 and bl-1 are 6 apart on centerlines (ink gap 2); requires at least 8 centerline / 4 ink (midpoint-normal) || mic [tr]: parallel straight edges tr-3 and corner-2 are 6 apart on centerlines (ink gap 2); requires at least 8 centerline / 4 ink (midpoint-normal) || mic [bl]: parallel straight edges bl-3 and frame-4 are 6 apart on centerlines (ink gap 2); requires at least 8 centerline / 4 ink (midpoint-normal) || mic [dash]: parallel straight edges dash and frame-4 are 4 apart on centerlines (ink gap 0); requires at least 8 centerline / 4 ink (midpoint-normal) || mic [frame]: frame and tr are 6 apart on centerlines nearest (42, 14)<->(36, 14); SOLO48 requires at least 8 (ink clearance 4) unless the contact is declared with a scoped `connect` relationship || mic [frame]: frame and bl are 6 apart on centerlines nearest (22, 42)<->(22, 36); SOLO48 requires at least 8 (ink clearance 4) unless the contact is declared with a scoped `connect` relationship || mic [frame]: frame and dash are 4 apart on centerlines nearest (32, 42)<->(32, 38); SOLO48 requires at least 8 (ink clearance 4) unless the contact is declared with a scoped `connect` relationship || mic [tl]: tl and tr are 6 apart on centerlines nearest (22, 14)<->(28, 14); SOLO48 requires at least 8 (ink clearance 4) unless the contact is declared with a scoped `connect` relationship || mic [tl]: tl and bl are 6 apart on centerlines nearest (22, 22)<->(22, 28); SOLO48 requires at least 8 (ink clearance 4) unless the contact is declared with a scoped `connect` relationship || mic [tr]: tr and corner are 6 apart on centerlines nearest (28, 22)<->(28, 28); SOLO48 requires at least 8 (ink clearance 4) unless the contact is declared with a scoped `connect` relationship || mic [bl]: bl and corner are 6 apart on centerlines nearest (22, 28)<->(28, 28); SOLO48 requires at least 8 (ink clearance 4) unless the contact is declared with a scoped `connect` relationship || mic [corner]: corner and dash are 5.65685 apart on centerlines nearest (28, 34)<->(32, 38); SOLO48 requires at least 8 (ink clearance 4) unless the contact is declared with a scoped `connect` relationship",
69099a2e-0b2c-47a9-931c-af42c66da3a2,pictographic-primitives/_uncategorized_32/rectangle vertical history_69099a2e-0b2c-47a9-931c-af42c66da3a2.svg,Document History Icon,primitives-drawn,parallel,parallel spacing,1,primitive-make-ray/invalid,"mic [panel]: parallel straight edges panel-2 and arrow-2 are 6 apart on centerlines (ink gap 2); requires at least 8 centerline / 4 ink (midpoint-normal) || mic [arrow]: parallel straight edges arrow-1 and hands-2 are 7.07107 apart on centerlines (ink gap 3.07107); requires at least 8 centerline / 4 ink (midpoint-normal) || mic [panel]: panel and history are 6 apart on centerlines nearest (40, 24)<->(34, 24); SOLO48 requires at least 8 (ink clearance 4) unless the contact is declared with a scoped `connect` relationship || mic [history]: history and hands are 3.9996 apart on centerlines nearest (23.9877, 14.0004)<->(24, 18); SOLO48 requires at least 8 (ink clearance 4) unless the contact is declared with a scoped `connect` relationship",
922ba268-0492-4ece-8f41-54253b52949a,pictographic-primitives/_uncategorized_32/refugee immigration war 2_922ba268-0492-4ece-8f41-54253b52949a.svg,House Under Attack,primitives-drawn,parallel,parallel spacing holes,1,primitive-make-ray/invalid,"mic [house]: parallel straight edges house-3 and door-right are 5 apart on centerlines (ink gap 1); requires at least 8 centerline / 4 ink (midpoint-normal) || mic [door]: parallel straight edges door-right and door-left are 6 apart on centerlines (ink gap 2); requires at least 8 centerline / 4 ink (midpoint-normal) || mic [door]: parallel straight edges door-left and house-1 are 5 apart on centerlines (ink gap 1); requires at least 8 centerline / 4 ink (midpoint-normal) || mic [explosion]: explosion and capsule are 3.03887 apart on centerlines nearest (12, 16)<->(14.6897, 17.4142); SOLO48 requires at least 8 (ink clearance 4) unless the contact is declared with a scoped `connect` relationship || mic [explosion]: explosion and roof are 2.49482 apart on centerlines nearest (29.7069, 26.9828)<->(32, 26); SOLO48 requires at least 8 (ink clearance 4) unless the contact is declared with a scoped `connect` relationship || holes/pinches: 1 undersized holes; 0 pinches",
936d0079-3089-4c8c-bc22-422921c13e69,pictographic-primitives/_uncategorized_33/saving bull_936d0079-3089-4c8c-bc22-422921c13e69.svg,Bull Market Upward Trend,primitives-drawn,parallel,parallel spacing pinches holes,1,primitive-make-ray/invalid,"mic [tail]: parallel straight edges tail-2 and legs-1 are 4 apart on centerlines (ink gap 0); requires at least 8 centerline / 4 ink (midpoint-normal) || mic [animal]: animal and trend are 2.43122 apart on centerlines nearest (27.8498, 20.142)<->(29, 18); SOLO48 requires at least 8 (ink clearance 4) unless the contact is declared with a scoped `connect` relationship || holes/pinches: 2 undersized holes; 1 pinches",
eebf9355-e5dd-4833-b849-ec1865cc85fe,pictographic-primitives/_uncategorized_33/seeker_eebf9355-e5dd-4833-b849-ec1865cc85fe.svg,User Search Magnifying Glass,primitives-drawn,parallel,parallel spacing,1,primitive-make-ray/invalid,"mic [arm-edge]: parallel straight edges arm-edge and body-side-1 are 6 apart on centerlines (ink gap 2); requires at least 8 centerline / 4 ink (midpoint-normal) || mic [head]: head and lens are 5.26121 apart on centerlines nearest (19.9832, 16.4865)<->(23.4683, 20.4279); SOLO48 requires at least 8 (ink clearance 4) unless the contact is declared with a scoped `connect` relationship || mic [body]: body and arm-edge are 5.99955 apart on centerlines nearest (6.0009, 33.9264)<->(12, 34); SOLO48 requires at least 8 (ink clearance 4) unless the contact is declared with a scoped `connect` relationship || mic [body-right]: body-right and lens are 2.16579 apart on centerlines nearest (28, 40)<->(28.347, 37.8622); SOLO48 requires at least 8 (ink clearance 4) unless the contact is declared with a scoped `connect` relationship",
0257fd69-7a18-40fc-a7d2-903d1b421449,pictographic-primitives/_uncategorized_33/sense of stability_0257fd69-7a18-40fc-a7d2-903d1b421449.svg,Person in 360 Degree View,primitives-drawn,parallel,parallel spacing holes,1,primitive-make-ray/invalid,"mic [wall-right]: parallel straight edges wall-right-1, wall-right-2 and window-right-1, window-right-2 are 6 apart on centerlines (ink gap 2); requires at least 8 centerline / 4 ink (midpoint-normal) || mic [window-left]: parallel straight edges window-left-1, window-left-2 and wall-left-1, wall-left-2 are 6 apart on centerlines (ink gap 2); requires at least 8 centerline / 4 ink (midpoint-normal) || mic [bottom]: bottom and legs are 3.9077 apart on centerlines nearest (21.645, 41.8915)<->(22, 38); SOLO48 requires at least 8 (ink clearance 4) unless the contact is declared with a scoped `connect` relationship || holes/pinches: 1 undersized holes; 0 pinches",
59f997a9-32d8-436a-ae34-06535681b16e,pictographic-primitives/_uncategorized_34/shipment approve smartphone_59f997a9-32d8-436a-ae34-06535681b16e.svg,Smartphone Package Delivery Confirmation,primitives-drawn,parallel,parallel spacing,1,primitive-make-ray/invalid,"mic [home]: parallel straight edges home and phone-4 are 5 apart on centerlines (ink gap 1); requires at least 8 centerline / 4 ink (midpoint-normal) || mic [box-edge]: box-edge and phone are 5 apart on centerlines nearest (30, 16)<->(30, 21); SOLO48 requires at least 8 (ink clearance 4) unless the contact is declared with a scoped `connect` relationship || mic [phone]: phone and check are 4 apart on centerlines nearest (42, 27)<->(38, 27); SOLO48 requires at least 8 (ink clearance 4) unless the contact is declared with a scoped `connect` relationship || mic [phone]: phone and home are 5 apart on centerlines nearest (32, 42)<->(32, 37); SOLO48 requires at least 8 (ink clearance 4) unless the contact is declared with a scoped `connect` relationship || mic [check]: check and home are 5 apart on centerlines nearest (33, 32)<->(33, 37); SOLO48 requires at least 8 (ink clearance 4) unless the contact is declared with a scoped `connect` relationship",
6fb1e1e2-8daf-44eb-99ef-5f74d171ee0f,pictographic-primitives/_uncategorized_34/shipment fragile_6fb1e1e2-8daf-44eb-99ef-5f74d171ee0f.svg,Fragile Box with Up Arrow,primitives-drawn,parallel,parallel spacing,1,primitive-make-ray/invalid,"mic [foot]: parallel straight edges foot and box-4 are 5 apart on centerlines (ink gap 1); requires at least 8 centerline / 4 ink (midpoint-normal) || mic [tape]: tape and glass are 7 apart on centerlines nearest (18, 17)<->(18, 24); SOLO48 requires at least 8 (ink clearance 4) unless the contact is declared with a scoped `connect` relationship || mic [box]: box and stem are 5 apart on centerlines nearest (19, 42)<->(19, 37); SOLO48 requires at least 8 (ink clearance 4) unless the contact is declared with a scoped `connect` relationship || mic [box]: box and arrow-head are 5 apart on centerlines nearest (42, 28)<->(37, 28); SOLO48 requires at least 8 (ink clearance 4) unless the contact is declared with a scoped `connect` relationship || mic [glass]: glass and arrow-head are 6 apart on centerlines nearest (23, 28)<->(29, 28); SOLO48 requires at least 8 (ink clearance 4) unless the contact is declared with a scoped `connect` relationship",
d0d6406a-6c7c-431f-a9b8-ee87990c2cf2,pictographic-primitives/_uncategorized_34/side road angle left 2_d0d6406a-6c7c-431f-a9b8-ee87990c2cf2.svg,Right Turn Road Sign,primitives-drawn,parallel,parallel spacing,1,primitive-make-ray/invalid,"mic [diamond]: parallel straight edges diamond-1 and head-1 are 5.65685 apart on centerlines (ink gap 1.65685); requires at least 8 centerline / 4 ink (midpoint-normal) || mic [diamond]: diamond and road are 4.24264 apart on centerlines nearest (15, 33)<->(18, 30); SOLO48 requires at least 8 (ink clearance 4) unless the contact is declared with a scoped `connect` relationship",
d19fe7af-bf3f-4193-8210-2e69b664727e,pictographic-primitives/_uncategorized_34/side road angle right 2_d19fe7af-bf3f-4193-8210-2e69b664727e.svg,Angled Side Road Right Sign,primitives-drawn,parallel,parallel spacing,1,primitive-make-ray/invalid,"mic [diamond]: parallel straight edges diamond-4 and head-1 are 7.07107 apart on centerlines (ink gap 3.07107); requires at least 8 centerline / 4 ink (midpoint-normal) || mic [diamond]: diamond and branch are 2.82843 apart on centerlines nearest (32, 34)<->(30, 32); SOLO48 requires at least 8 (ink clearance 4) unless the contact is declared with a scoped `connect` relationship",
cc0f870e-e6f6-426d-9d3f-73d669be714f,pictographic-primitives/_uncategorized_34/smart induction stove_cc0f870e-e6f6-426d-9d3f-73d669be714f.svg,Smart Wireless Induction Cooktop,primitives-drawn,parallel,parallel spacing pinches holes,1,primitive-make-ray/invalid,"mic [front]: parallel straight edges front-5, front-4, front-3 and base-2 are 4 apart on centerlines (ink gap 0); requires at least 8 centerline / 4 ink (midpoint-normal) || mic [top]: top and wifi-outer are 6 apart on centerlines nearest (24, 6)<->(24, 12); SOLO48 requires at least 8 (ink clearance 4) unless the contact is declared with a scoped `connect` relationship || mic [front-top]: front-top and wifi-inner are 5 apart on centerlines nearest (20, 28)<->(20, 23); SOLO48 requires at least 8 (ink clearance 4) unless the contact is declared with a scoped `connect` relationship || mic [wifi-outer]: wifi-outer and wifi-inner are 7.51763 apart on centerlines nearest (32, 16)<->(27.3794, 21.93); SOLO48 requires at least 8 (ink clearance 4) unless the contact is declared with a scoped `connect` relationship || holes/pinches: 1 undersized holes; 1 pinches",
30cd9303-dbd1-4ff5-9b6d-c3de44b1a7e4,pictographic-primitives/_uncategorized_34/smart refrigerator device_30cd9303-dbd1-4ff5-9b6d-c3de44b1a7e4.svg,Smart Refrigerator and Phone Connection,primitives-drawn,parallel,parallel spacing,1,primitive-make-ray/invalid,"mic [handle-0]: parallel straight edges handle-0 and fridge-left-upper, fridge-left-lower are 6 apart on centerlines (ink gap 2); requires at least 8 centerline / 4 ink (midpoint-normal) || mic [handle-1]: parallel straight edges handle-1 and fridge-left-upper, fridge-left-lower are 6 apart on centerlines (ink gap 2); requires at least 8 centerline / 4 ink (midpoint-normal) || mic [fridge]: fridge and handle-0 are 6 apart on centerlines nearest (6, 12)<->(12, 12); SOLO48 requires at least 8 (ink clearance 4) unless the contact is declared with a scoped `connect` relationship || mic [fridge]: fridge and handle-1 are 6 apart on centerlines nearest (6, 30)<->(12, 30); SOLO48 requires at least 8 (ink clearance 4) unless the contact is declared with a scoped `connect` relationship || mic [fridge]: fridge and wireless-inner are 2.24621 apart on centerlines nearest (28, 16)<->(28.5421, 18.1798); SOLO48 requires at least 8 (ink clearance 4) unless the contact is declared with a scoped `connect` relationship || mic [fridge]: fridge and phone are 6.05573 apart on centerlines nearest (28, 16)<->(28.7059, 22.0144); SOLO48 requires at least 8 (ink clearance 4) unless the contact is declared with a scoped `connect` relationship || mic [handle-0]: handle-0 and wireless-outer are 5.69774 apart on centerlines nearest (12, 16)<->(17.2011, 18.3266); SOLO48 requires at least 8 (ink clearance 4) unless the contact is declared with a scoped `connect` relationship || mic [handle-1]: handle-1 and wireless-outer are 7.2111 apart on centerlines nearest (12, 30)<->(16, 24); SOLO48 requires at least 8 (ink clearance 4) unless the contact is declared with a scoped `connect` relationship || mic [wireless-inner]: wireless-inner and phone are 2.09902 apart on centerlines nearest (24, 24)<->(26.0576, 24.4147); SOLO48 requires at least 8 (ink clearance 4) unless the contact is declared with a scoped `connect` relationship",
76f441a8-5364-4c32-8def-992dfc5a44ec,pictographic-primitives/_uncategorized_34/smartphone pay dollar_76f441a8-5364-4c32-8def-992dfc5a44ec.svg,Smartphone and Cash Bill,primitives-drawn,parallel,parallel spacing holes,1,primitive-make-ray/invalid,"mic [banknote]: parallel straight edges banknote-4-0 and phone-footer are 4 apart on centerlines (ink gap 0); requires at least 8 centerline / 4 ink (overlap-fallback) || mic [phone]: phone and dollar-stem are 3.16228 apart on centerlines nearest (26, 12)<->(29, 13); SOLO48 requires at least 8 (ink clearance 4) unless the contact is declared with a scoped `connect` relationship || mic [phone]: phone and corner-tl are 5.65685 apart on centerlines nearest (26, 12)<->(22, 16); SOLO48 requires at least 8 (ink clearance 4) unless the contact is declared with a scoped `connect` relationship || mic [phone-footer]: phone-footer and corner-bl are 4 apart on centerlines nearest (22, 34)<->(22, 30); SOLO48 requires at least 8 (ink clearance 4) unless the contact is declared with a scoped `connect` relationship || mic [corner-tl]: corner-tl and corner-bl are 2 apart on centerlines nearest (16, 22)<->(16, 24); SOLO48 requires at least 8 (ink clearance 4) unless the contact is declared with a scoped `connect` relationship || mic [corner-tr]: corner-tr and corner-br are 2 apart on centerlines nearest (42, 22)<->(42, 24); SOLO48 requires at least 8 (ink clearance 4) unless the contact is declared with a scoped `connect` relationship || holes/pinches: 6 undersized holes; 0 pinches",
